time_stamp,handle,back_-2_post,back_-1_post,text,forward_1_post,forward_2_post,guess_who
2002-04-30 00:37:00,*** Chat Server,"2002-04-30 00:36:55 Dark Paladin: Bye bye, moron!",2002-04-30 00:36:58 Jester:  ,*** Chat Room Shutdown at Tue Apr 30 00:37:00 2002,2002-04-30 00:42:34 *** Chat Server: *** Chat Room Started at Tue Apr 30 00:42:34 2002,2002-04-30 00:45:16 Dark Paladin: Alright!,
2002-04-30 00:42:34,*** Chat Server,2002-04-30 00:36:58 Jester:  ,2002-04-30 00:37:00 *** Chat Server: *** Chat Room Shutdown at Tue Apr 30 00:37:00 2002,*** Chat Room Started at Tue Apr 30 00:42:34 2002,2002-04-30 00:45:16 Dark Paladin: Alright!,2002-04-30 00:45:39 Psi-Amy: Ok?,
2002-05-30 23:28:14,*** Chat Server,2002-05-30 23:27:08 Hero: 3C 43 45 4E 54 45 52 3E 3C 42 52 3E 54 68 75 73 2C 20 74 68 65 20 44 61 72 6B 20 4B 6E 69 67 68 74 3C 42 52 3E 43 65 63 69 6C 20 77 61 73 20 65 78 70 65 6C 6C 65 64 20 66 72 6F 6D 3C 42 52 3E 68 69 73 20 63 6F 6D 6D 61 6E 64 20 61 73 20 43 61 70 74 61 69 6E 3C 42 52 3E 6F 66 20 74 68 65 20 52 65 64 20 57 69 6E 67 73 2E 3C 42 52 3E 41 6E 64 20 68 65 20 61 6E 64 20 44 72 61 67 6F 6F 6E 20 4B 61 69 6E 3C 42 52 3E 6C 65 66 74 20 42 61 72 6F 6E 20 66 6F 72 20 74 68 65 20 56 69 6C 6C 61 67 65 3C 42 52 3E 4D 69 73 74 20 69 6E 20 61 20 76 61 6C 6C 65 79 3C 42 52 3E 65 6E 63 6C 6F 73 65 64 20 69 6E 20 64 65 65 70 20 66 6F 67 2E 3C 50 3E 41 69 72 73 68 69 70 73 20 68 61 64 20 62 65 65 6E 20 61 20 64 72 65 61 6D 3C 42 52 3E 6F 66 20 6D 61 6E 79 20 70 65 6F 70 6C 65 2E 2E 2E 3C 42 52 3E 41 66 74 65 72 20 74 68 65 20 72 65 61 6C 69 7A 61 74 69 6F 6E 3C 42 52 3E 6F 66 20 74 68 65 20 64 72 65 61 6D 2C 20 63 61 6D 65 3C 42 52 3E 67 72 65 65 64 20 61 6E 64 20 61 6D 62 69 74 69 6F 6E 2E 3C 50 3E 3C 42 52 3E 54 68 72 6F 75 67 68 20 69 74 73 20 66 6C 65 65 74 20 6F 66 3C 42 52 3E 61 69 72 73 68 69 70 73 2C 20 42 61 72 6F 6E 20 62 65 63 61 6D 65 3C 42 52 3E 74 68 65 20 6D 6F 73 74 20 70 6F 77 65 72 66 75 6C 20 6E 61 74 69 6F 6E 2E 3C 42 52 3E 42 75 74 20 77 68 79 20 69 73 20 42 61 72 6F 6E 3C 42 52 3E 73 65 65 6B 69 6E 67 20 74 68 65 20 63 72 79 73 74 61 6C 73 3F 3C 42 52 3E 57 68 79 20 64 6F 20 74 68 65 20 6D 6F 6E 73 74 65 72 73 3C 42 52 3E 6B 65 65 70 20 69 6E 63 72 65 61 73 74 69 6E 67 2E 2E 2E 3F 3C 42 52 3E 3C 50 3E 3C 42 52 3E 54 68 65 20 63 72 79 73 74 61 6C 20 77 61 73 20 73 68 65 64 64 69 6E 67 3C 42 52 3E 69 74 73 20 6C 69 67 68 74 20 73 69 6C 65 6E 74 6C 79 2E 2E 2E 2E 2E 2E 3C 50 3E,2002-05-30 23:27:52 Vavalion: ...?,*** Chat Room Shutdown at Thu May 30 23:28:14 2002,2002-05-30 23:28:26 *** Chat Server: *** Chat Room Started at Thu May 30 23:28:26 2002,2002-05-30 23:28:47 Hero: D'oh Sorry about that.,
2002-05-30 23:28:26,*** Chat Server,2002-05-30 23:27:52 Vavalion: ...?,2002-05-30 23:28:14 *** Chat Server: *** Chat Room Shutdown at Thu May 30 23:28:14 2002,*** Chat Room Started at Thu May 30 23:28:26 2002,2002-05-30 23:28:47 Hero: D'oh Sorry about that.,2002-05-30 23:32:31 Vavalion: Kaboom?,
2002-06-05 12:50:57,*** Chat Server,2002-06-05 12:50:32 Hero: D'oh,2002-06-05 12:50:39 Hero: Damnit,*** Chat Room Shutdown at Wed Jun 5 12:50:57 2002,2002-06-05 12:50:59 *** Chat Server: *** Chat Room Started at Wed Jun 5 12:50:59 2002,2002-06-05 12:51:04 Darrow: LOL,
2002-06-05 12:50:59,*** Chat Server,2002-06-05 12:50:39 Hero: Damnit,2002-06-05 12:50:57 *** Chat Server: *** Chat Room Shutdown at Wed Jun 5 12:50:57 2002,*** Chat Room Started at Wed Jun 5 12:50:59 2002,2002-06-05 12:51:04 Darrow: LOL,2002-06-05 12:51:30 Randofu: WTF? ,
2002-06-10 19:16:53,*** Chat Server,2002-06-10 19:16:14 Aaron: najia wa yariman da!!! ,"2002-06-10 19:16:36 Dark Paladin: It would be hilarious if the computer froze...not the freezing of the computer, just the fact that it did right at this moment. ^^;;",*** Chat Room Shutdown at Mon Jun 10 19:16:53 2002,2002-06-10 19:17:06 *** Chat Server: *** Chat Room Started at Mon Jun 10 19:17:06 2002,2002-06-10 19:17:09 Dark Paladin: Awwww...,
2002-06-10 19:17:06,*** Chat Server,"2002-06-10 19:16:36 Dark Paladin: It would be hilarious if the computer froze...not the freezing of the computer, just the fact that it did right at this moment. ^^;;",2002-06-10 19:16:53 *** Chat Server: *** Chat Room Shutdown at Mon Jun 10 19:16:53 2002,*** Chat Room Started at Mon Jun 10 19:17:06 2002,2002-06-10 19:17:09 Dark Paladin: Awwww...,2002-06-10 19:17:16 Vavalion: ....?,
2003-08-01 14:05:15,*** Chat Server,"2003-08-01 14:04:59 Janus: SSU needs spring cleaning anyway, I just didn't want to do it right now.",2003-08-01 14:05:02 Janus: Okay.,*** Chat Room Shutdown at Fri Aug 1 14:05:15 2003,2003-08-01 14:08:14 *** Chat Server: *** Chat Room Started at Fri Aug 1 14:08:14 2003,2003-08-01 14:08:22 Nadia: ???,
2003-08-01 14:08:14,*** Chat Server,2003-08-01 14:05:02 Janus: Okay.,2003-08-01 14:05:15 *** Chat Server: *** Chat Room Shutdown at Fri Aug 1 14:05:15 2003,*** Chat Room Started at Fri Aug 1 14:08:14 2003,2003-08-01 14:08:22 Nadia: ???,2003-08-01 14:08:23 Randofu: [ok],
2004-05-29 22:07:51,*** Chat Server,2004-05-29 22:07:02 Armadillo: Aha.,2004-05-29 22:07:26 Janus: Let me just stop the chat for a moment so I can change Rusey's post.,*** Chat Room Shutdown at Sat May 29 22:07:51 2004,2004-05-29 22:09:46 *** Chat Server: *** Chat Room Started at Sat May 29 22:09:46 2004,2004-05-29 22:09:55 Janus: Okay.,
2004-05-29 22:09:46,*** Chat Server,2004-05-29 22:07:26 Janus: Let me just stop the chat for a moment so I can change Rusey's post.,2004-05-29 22:07:51 *** Chat Server: *** Chat Room Shutdown at Sat May 29 22:07:51 2004,*** Chat Room Started at Sat May 29 22:09:46 2004,2004-05-29 22:09:55 Janus: Okay.,"2004-05-29 22:10:07 Janus: Sorry about that, but.",
2004-06-09 20:10:55,*** Chat Server,2004-06-09 20:09:03 Armadillo: You playing Double Dash?,2004-06-09 20:10:25 Driretlan: So THAT'S how you do it.,*** Chat Room Shutdown at Wed Jun 9 20:10:55 2004,2004-06-09 20:11:05 *** Chat Server: *** Chat Room Started at Wed Jun 9 20:11:05 2004,2004-06-09 20:11:25 Driretlan: O__o,
2004-06-09 20:11:05,*** Chat Server,2004-06-09 20:10:25 Driretlan: So THAT'S how you do it.,2004-06-09 20:10:55 *** Chat Server: *** Chat Room Shutdown at Wed Jun 9 20:10:55 2004,*** Chat Room Started at Wed Jun 9 20:11:05 2004,2004-06-09 20:11:25 Driretlan: O__o,2004-06-09 20:11:32 Vavalion: Why'd you stop?,
2004-06-16 22:29:03,*** Chat Server,2004-06-16 22:29:02 Random Quote: Armadillo,2004-06-16 22:29:02 Random Quote: NeueZiel,*** Chat Room Shutdown at Wed Jun 16 22:29:03 2004,2004-06-16 22:29:22 *** Chat Server: *** Chat Room Started at Wed Jun 16 22:29:22 2004,2004-06-16 22:29:28 Cecil: Yay!,
2004-06-16 22:29:22,*** Chat Server,2004-06-16 22:29:02 Random Quote: NeueZiel,2004-06-16 22:29:03 *** Chat Server: *** Chat Room Shutdown at Wed Jun 16 22:29:03 2004,*** Chat Room Started at Wed Jun 16 22:29:22 2004,2004-06-16 22:29:28 Cecil: Yay!,2004-06-16 22:29:29 Janus: HEROOOOOOOOOO.,
2004-12-04 18:45:50,*** Chat Server,2004-12-04 18:44:51 Psi-Amy: Yay!,2004-12-04 18:45:10 Vavalion: Yay Janus!,*** Chatserver says Janus is sucky.,2004-12-04 18:46:08 Janus: Like anybody cares what Chat Server thinks.,"2004-12-04 18:46:30 Psi-Amy: [carl] ""I care.""",
2004-11-14 08:08:25,+,2004-11-14 08:06:38 Randofu: How about single letter names?,2004-11-14 08:06:59 Randofu: Hey Jansu.,For instance.,"2004-11-14 08:10:52 Janus: That's not a letter, it's a character.",2004-11-14 08:11:04 Janus: And that seems pretty bland....but. *shrugs*,
2004-11-14 08:11:07,+,"2004-11-14 08:10:52 Janus: That's not a letter, it's a character.",2004-11-14 08:11:04 Janus: And that seems pretty bland....but. *shrugs*,Sweet! Finally found someone who has it on Direct Connect! [bounce],2004-11-14 08:11:27 +: I dunno... I don't have any ideas. :-p,2004-11-14 08:11:40 Janus: Has what?,
2004-11-14 08:11:27,+,2004-11-14 08:11:04 Janus: And that seems pretty bland....but. *shrugs*,2004-11-14 08:11:07 +: Sweet! Finally found someone who has it on Direct Connect! [bounce],I dunno... I don't have any ideas. :-p,2004-11-14 08:11:40 Janus: Has what?,2004-11-14 08:12:15 +: The Katamari Damacy soundtrack.,
2004-11-14 08:12:15,+,2004-11-14 08:11:27 +: I dunno... I don't have any ideas. :-p,2004-11-14 08:11:40 Janus: Has what?,The Katamari Damacy soundtrack.,"2004-11-14 08:12:20 +: BRB, gonna shower.",2004-11-14 08:12:44 ï: Diaresis3d.,
2004-11-14 08:12:20,+,2004-11-14 08:11:40 Janus: Has what?,2004-11-14 08:12:15 +: The Katamari Damacy soundtrack.,"BRB, gonna shower.",2004-11-14 08:12:44 ï: Diaresis3d.,"2004-11-14 08:13:33 ï: Er, Diaeresis3d.",
2004-11-14 08:32:07,+,2004-11-14 08:14:27 ð: ETH3D.,"2004-11-14 08:25:22 ð: Sakuraba did Baten Kaitos' soundtrack, right? *downloads that*",:-p,2004-11-14 08:32:19 +: I have no idea.,2004-11-14 08:43:13 +: Katamari Damacy... SHAR3D.,
2004-11-14 08:32:19,+,"2004-11-14 08:25:22 ð: Sakuraba did Baten Kaitos' soundtrack, right? *downloads that*",2004-11-14 08:32:07 +: :-p,I have no idea.,2004-11-14 08:43:13 +: Katamari Damacy... SHAR3D.,2004-11-14 08:44:16 +: [bounce],
2004-11-14 08:43:13,+,2004-11-14 08:32:07 +: :-p,2004-11-14 08:32:19 +: I have no idea.,Katamari Damacy... SHAR3D.,2004-11-14 08:44:16 +: [bounce],2004-11-14 08:49:12 +: I loooooooove this song!,
2004-11-14 08:44:16,+,2004-11-14 08:32:19 +: I have no idea.,2004-11-14 08:43:13 +: Katamari Damacy... SHAR3D.,[bounce],2004-11-14 08:49:12 +: I loooooooove this song!,2004-11-14 08:54:23 ð: Your page won't let me download it. ,
2004-11-14 08:49:12,+,2004-11-14 08:43:13 +: Katamari Damacy... SHAR3D.,2004-11-14 08:44:16 +: [bounce],I loooooooove this song!,2004-11-14 08:54:23 ð: Your page won't let me download it. ,"2004-11-14 08:55:08 ð: Well, the song just changed, too.",
2004-11-14 09:28:20,+,"2004-11-14 09:17:30 ð: Ten distinct versions, anyway.",2004-11-14 09:18:40 ð: LOL...the classic versions seem so slow. ,Actually I'm 5 characters.,2004-11-14 09:28:41 +: Which song were you unable to download?,2004-11-14 09:29:11 ð: Ohhh!,
2004-11-14 09:28:41,+,2004-11-14 09:18:40 ð: LOL...the classic versions seem so slow. ,2004-11-14 09:28:20 +: Actually I'm 5 characters.,Which song were you unable to download?,2004-11-14 09:29:11 ð: Ohhh!,2004-11-14 09:29:17 ð: That would explain it.,
2004-11-14 09:29:19,+,2004-11-14 09:29:11 ð: Ohhh!,2004-11-14 09:29:17 ð: That would explain it.,The current song reminds me of Earthbound.,2004-11-14 09:29:42 ð: Um...it was on right before the Overture. It had a kind of long title.,"2004-11-14 09:32:03 ð: Main Theme, it was.",
2004-11-14 09:32:24,+,2004-11-14 09:29:42 ð: Um...it was on right before the Overture. It had a kind of long title.,"2004-11-14 09:32:03 ð: Main Theme, it was.",Yeah.,2004-11-14 09:32:29 +: I think it's because it had ~ in the title... :-/,2004-11-14 09:32:51 ð: Ah.,
2004-11-14 09:32:29,+,"2004-11-14 09:32:03 ð: Main Theme, it was.",2004-11-14 09:32:24 +: Yeah.,I think it's because it had ~ in the title... :-/,2004-11-14 09:32:51 ð: Ah.,"2004-11-14 09:35:48 Randofu: OK, try again.",
2004-11-14 09:35:58,+,2004-11-14 09:32:51 ð: Ah.,"2004-11-14 09:35:48 Randofu: OK, try again.",Oooops. :-p,2004-11-14 09:37:45 ð: It works now.,2004-11-14 09:38:07 +: [ok],
2004-11-14 09:38:07,+,2004-11-14 09:35:58 +: Oooops. :-p,2004-11-14 09:37:45 ð: It works now.,[ok],2004-11-14 09:38:14 ð: But I'm not downloading it right now because it'll take like an hour with the other stuff I'm downloading. [tongue],"2004-11-14 09:38:18 +: BBS, gonna put the laundry in.",
2004-11-14 09:38:18,+,2004-11-14 09:38:07 +: [ok],2004-11-14 09:38:14 ð: But I'm not downloading it right now because it'll take like an hour with the other stuff I'm downloading. [tongue],"BBS, gonna put the laundry in.",,2004-11-14 10:00:40 ð: Going out to my grandma's in a few minutes.,
2004-11-14 10:07:48,+,2004-11-14 10:00:40 ð: Going out to my grandma's in a few minutes.,2004-11-14 10:07:45 ð: BBL.,Aww... Bye bye then.,2004-11-14 10:10:21 +: *plays some Xenogears while he waits for laundry*,2004-11-14 10:58:22 ¡: Awwww...if only I stayed up an hour later...oh well. I missed Tonya but it should be alright. [animesmile],
2004-11-14 10:10:21,+,2004-11-14 10:07:45 ð: BBL.,2004-11-14 10:07:48 +: Aww... Bye bye then.,*plays some Xenogears while he waits for laundry*,2004-11-14 10:58:22 ¡: Awwww...if only I stayed up an hour later...oh well. I missed Tonya but it should be alright. [animesmile],2004-11-14 11:15:03 Nadia: [eh] What the heck...?,
2004-11-14 11:45:10,+,2004-11-14 11:22:03 ¡: I'd love to say more but there are things I must do today.,"2004-11-14 11:22:32 ¡: That and, thanks to Tonya, I don't think I've smiled this much for this long in quite a long time, so I want to keep this streak going, if you catch my drift. :D","We catch your drift, streakin' Scotty.",2004-11-14 11:56:20 N: Is this okay?,2004-11-14 11:56:58 +: Sure. :-p,
2004-11-14 11:56:58,+,"2004-11-14 11:45:10 +: We catch your drift, streakin' Scotty.",2004-11-14 11:56:20 N: Is this okay?,Sure. :-p,2004-11-14 11:58:08 +: Lauuundry! [zoom],2004-11-14 12:32:37 N: ~yawn~,
2004-11-14 11:58:08,+,2004-11-14 11:56:20 N: Is this okay?,2004-11-14 11:56:58 +: Sure. :-p,Lauuundry! [zoom],2004-11-14 12:32:37 N: ~yawn~,2004-11-14 12:32:50 Macbeth: There we go.,
2004-11-14 12:38:56,+,2004-11-14 12:32:37 N: ~yawn~,2004-11-14 12:32:50 Macbeth: There we go.,"... I take it Macbeth is suppoed to be a ""single character""? [tongue]",2004-11-14 12:59:09 N: ~kicks computer~,"2004-11-14 12:59:13 N: Hey, Ceecee...",
2004-11-14 14:30:42,+,2004-11-14 14:14:08 N: [dwa],"2004-11-14 14:14:11 N: Bye, Piki!",[zzz],"2004-11-14 14:35:19 N: Aaaaaaaaaaaah, good ravioli...",2004-11-14 14:44:10 N: Good ol' Socrates...,
2004-11-14 16:13:21,+,2004-11-14 16:10:44 N: [dwa],2004-11-14 16:11:18 ð: {Baten Kaitos - Vitriloic a Stroke},[mooz],2004-11-14 16:13:43 ð: Nothing striking me as great yet....though Violent Storm might grow on me.,2004-11-14 16:14:03 ð: Hi R00z.,
2004-11-14 20:12:41,+,"2004-11-14 20:12:13 Macbeth: . . .yes, Vav.","2004-11-14 20:12:38 ¿: He did, but apparently we fought him too.",[mooz],2004-11-14 20:13:06 ð: Has anyone besides me played the original LotR game for SNES?,2004-11-14 20:13:06 ¶: Like what?,
2004-11-14 20:13:20,+,2004-11-14 20:13:06 ¶: Like what?,2004-11-14 20:13:08 ¶: Hey Rusey.,ROTFLOL @ LOTR: T&A... Legolas's T and Aragorn's A?,"2004-11-14 20:13:24 ¶: I played it, but not for long.",2004-11-14 20:13:44 ð: I played up to Moria...,
2004-11-14 20:13:55,+,2004-11-14 20:13:48 ð: And then it drove me mad.,"2004-11-14 20:13:50 ¿: yes, but only a few minute","I played it for a few minutes on an emulator, Janus.",2004-11-14 20:13:56 ¿: on a ROM,2004-11-14 20:14:03 Macbeth: I hated LOTR for SNES so much. LOL,
2004-11-14 20:14:42,+,2004-11-14 20:14:35 à: I didn't even get out of Hobbiton. [crazy],2004-11-14 20:14:40 ð: You guys suuuuuuck.,LOL @ us all hating,"2004-11-14 20:14:44 ¿: Guys, I'm going to kinda spoil LOTR: TA's last boss, because its so so so so so dumb. It makes me hate the game",2004-11-14 20:14:46 Macbeth: I managed to find Gaffer's glasses or something equally stupid and pointless before I just gave up.,
2004-11-14 20:15:05,+,2004-11-14 20:14:57 à: ET pwns j00.,"2004-11-14 20:15:01 ð: I hated it too, but I couldn't give up on it.","Me neither, Arms.",2004-11-14 20:15:09 ¶: Apparently you're the only one that could stand to play it for any substantial amount of time.,2004-11-14 20:15:11 Macbeth: Why? It was so damn easy!,
2004-11-14 20:15:31,+,"2004-11-14 20:15:21 ¶: Maybe we're not quitters, but you're just CRAAAAAAAAAAAAAAAZY.",2004-11-14 20:15:23 à: I was right!,Do you fight Sauron? ~_~,2004-11-14 20:15:36 ð: LMAO,2004-11-14 20:15:37 Macbeth: But they never fought Sauron.,
2004-11-14 20:15:51,+,2004-11-14 20:15:44 Macbeth: Let alone hack and slash at him.,2004-11-14 20:15:49 à: I kept dying. [cry],ROTFLOL,"2004-11-14 20:16:05 ð: Not even Sauron. That could actually be fun, the movie portrayal of Sauron. I could see enjoying that...",2004-11-14 20:16:16 ¶: LOL at hacking and slashing at Sauron.,
2004-11-14 20:16:35,+,"2004-11-14 20:16:21 ð: ...but the eye? Wow, that's...","2004-11-14 20:16:34 ¿: Yes, you just run up and hit sauron's eye with a sword",How did you get anywhere near the Eye of Sauron to begin with? [eh],2004-11-14 20:16:45 Macbeth: That's it.,2004-11-14 20:16:52 Macbeth: I'm going to beat LOTR for the SNES.,
2004-11-14 20:17:11,+,"2004-11-14 20:17:09 ¶: Don't do it, Cecil.","2004-11-14 20:17:10 ð: Go, Cecil!",I guess the orc army just didn't see you...? :-p,2004-11-14 20:17:15 ¶: You have so much to live for.,2004-11-14 20:17:18 ¿: I guess you climb up to it?,
2004-11-14 20:17:34,+,2004-11-14 20:17:23 ð: I'd help you out but I played it like seven years ago.,"2004-11-14 20:17:32 ¿: Thats ok, you also have to fight the balrog and the Witch King, so don't try to make sense of the game","Have fun with that, Cecil.","2004-11-14 20:17:42 ð: On console, mind you. Not with the aid of an emulator. That was a mad undertaking if there ever was one.","2004-11-14 20:17:47 +: I still need to be FF2, FF3, and FF5.",
2004-11-14 20:17:47,+,"2004-11-14 20:17:34 +: Have fun with that, Cecil.","2004-11-14 20:17:42 ð: On console, mind you. Not with the aid of an emulator. That was a mad undertaking if there ever was one.","I still need to be FF2, FF3, and FF5.",2004-11-14 20:17:51 Macbeth: Right after I put a hole in my skull with this ball-peen hammer.,2004-11-14 20:18:10 ¶: Well at least the balrog and Witch King were actually fought.,
2004-11-14 20:18:26,+,2004-11-14 20:17:51 Macbeth: Right after I put a hole in my skull with this ball-peen hammer.,2004-11-14 20:18:10 ¶: Well at least the balrog and Witch King were actually fought.,"Well, at least someone actually DOES fight the Witch King.","2004-11-14 20:18:57 +: OK, people, can we stop all saying the same thing? [wink]",2004-11-14 20:19:15 Macbeth: No.,
2004-11-14 20:18:57,+,2004-11-14 20:18:10 ¶: Well at least the balrog and Witch King were actually fought.,"2004-11-14 20:18:26 +: Well, at least someone actually DOES fight the Witch King.","OK, people, can we stop all saying the same thing? [wink]",2004-11-14 20:19:15 Macbeth: No.,2004-11-14 20:19:25 ð: No.,
2004-11-14 20:22:16,+,"2004-11-14 20:22:11 Macbeth: Either that or him starting to say what happened, and then the fight with the Balrog showing up, and you being able to hear him madly flipping through pages trying to find out what the hell's going on.","2004-11-14 20:22:15 ð: You know, if you want to be REALLY suicidal, you could try to beat The Immortal for NES.","Dude, if Ian McKellen came up to me and was like, ""Hey little boy... wanna ride by wizard staff?"" I'd be on him faster than Cecil on K'van's mother.","2004-11-14 20:22:31 ¿: LOTR had great potential... all they had to do was make a RPG set in middle earth, with dwarves and elves and wizards.",2004-11-14 20:22:58 ¿: I really can't think of anything witty to say in responce to that,
2004-11-14 20:23:45,+,2004-11-14 20:23:26 ¿: Just set it before or after the events of the books,2004-11-14 20:23:42 ¿: and make some new crisis we have to defeat,Time to construct some E-R diagrams.,2004-11-14 20:23:57 ¿: fighting the eye of sauron...jesus christ thats just bad writing,2004-11-14 20:24:22 ð: Poor Tolkien...,
2004-11-14 20:26:04,+,2004-11-14 20:25:36 ð: Back in the good old days of LotRB.,2004-11-14 20:25:45 Macbeth: And before we were introduced to Jar-Jar Binks.,Hooooooly shit! I forgot all about LotRB.,"2004-11-14 20:26:10 +: Dude, what crack was I on?","2004-11-14 20:26:10 ð: Well, the Star Wars saga is a whole other issue...but that'll be coming to a close in another year.",
2004-11-14 20:26:10,+,2004-11-14 20:25:45 Macbeth: And before we were introduced to Jar-Jar Binks.,2004-11-14 20:26:04 +: Hooooooly shit! I forgot all about LotRB.,"Dude, what crack was I on?","2004-11-14 20:26:10 ð: Well, the Star Wars saga is a whole other issue...but that'll be coming to a close in another year.","2004-11-14 20:26:22 Macbeth: The hell it will, Janus. [tongue]",
2004-11-14 20:27:28,+,"2004-11-14 20:26:22 Macbeth: The hell it will, Janus. [tongue]","2004-11-14 20:27:21 ð: Yeah, well...barring stupid spinoff cartoons and another three decades of merchandising...",Year? Not even. About half a year.,"2004-11-14 20:27:30 ¿: The best part of Third age, that i think maybe something no RPG has done, is its ""evil mode""",2004-11-14 20:27:43 Macbeth: I forgot how painful this game was.,
2004-11-14 20:28:18,+,"2004-11-14 20:27:44 ð: Unless he decides to make a third trilogy, which I always imagined he would when I was a little kid...","2004-11-14 20:28:10 ¿: After you did an area, you could go do the key battles as the enemy(such as you playing as Sauron's eye) and if you win the battles, you get good items","Err, although, they're planning episodes 7, 8, and 9.",2004-11-14 20:28:27 ð: LOL@playing as Sauron's eye,2004-11-14 20:28:35 ¿: I hope they don't turn The Hobbit into a movie.....,
