time_stamp,handle,back_-2_post,back_-1_post,text,forward_1_post,forward_2_post,guess_who
2002-03-18 18:33:29,1000 Jello Bunny Souls,2002-03-18 18:32:35 1000 Jello Bunny Soul: *frolic about*,2002-03-18 18:33:05 1000 Jello Bunny Souls: *takes over the world*,*everyone eats chocolate Bill Gates for Easter*,2002-03-18 18:33:34 Alita: O_o AHHH!!!! *frantically runs around* They've MULTIPLIED! I need a spoon!,2002-03-18 18:34:27 1000 Jello Bunny Souls: *all gang up on Alita and nibble on her arms and legs*,
2002-03-18 18:34:27,1000 Jello Bunny Souls,2002-03-18 18:33:29 1000 Jello Bunny Souls: *everyone eats chocolate Bill Gates for Easter*,2002-03-18 18:33:34 Alita: O_o AHHH!!!! *frantically runs around* They've MULTIPLIED! I need a spoon!,*all gang up on Alita and nibble on her arms and legs*,"2002-03-18 18:34:33 Aaron: Well, it is a Jello Bunny, so you would expect that they would ""multiply like rabbits"" ",2002-03-18 18:34:53 Alita: *starts to eat the jello-bunnies*,
2004-02-21 18:21:12,: Random Quote,2004-02-21 18:10:19 Hero: lol,2004-02-21 18:12:00 Vavalion: LOL,Vavalion,2004-02-21 18:21:48 Hero: OH wow! SSU pulled a random quote from the OLD SSU chat room!!!,2004-02-21 18:22:20 Hero: Amazing!,
2004-07-26 22:06:56,: Random Quote,2004-07-26 22:04:45 Janus: What a quote.,2004-07-26 22:05:14 Vavalion: Yep.,Carlfeak: Dwaa...!!,2004-07-26 22:06:57 Random Quote: Red Leader,2004-07-26 22:06:58 Random Quote: Janus,
2003-06-30 22:13:24,;-),2003-06-30 22:12:40 Psi-Amy: I have a new dream posted in my journal if anyone's in an analyzing mood [Amy},2003-06-30 22:12:45 Psi-Amy: FACE.,Hmmm.test.,"2003-06-30 22:13:39 Psi-Amy: Too bad, that would be funny.","2003-06-30 22:13:54 Nadia: Crazy, Aaron...",
2004-02-22 21:46:25,;-),2004-02-22 21:45:37 Null Handle: Bit Torrent?,"2004-02-22 21:46:12 Null Handle: It's this thing that's been around for a number of months, sort of an alternative to P2P.",?,"2004-02-22 21:46:34 Null Handle: Well, I guess it's still P2P, but not in the traditional sense.",2004-02-22 21:46:39 [nangel]: ??,
2004-02-22 17:31:10,"< img src=""/chat/faces/MrT.gif"" >",2004-02-22 17:30:03 Null Handle: Because math professors aren't normal?,2004-02-22 17:30:11 Null Handle: Sorry.,Hm.,"2004-02-22 17:31:24 < img src=""/chat/faces/MrT.gif"" >: Woops.",2004-02-22 17:34:45 Null Handle: Math professors are fun!,
2004-02-22 17:31:24,"< img src=""/chat/faces/MrT.gif"" >",2004-02-22 17:30:11 Null Handle: Sorry.,"2004-02-22 17:31:10 < img src=""/chat/faces/MrT.gif"" >: Hm.",Woops.,2004-02-22 17:34:45 Null Handle: Math professors are fun!,2004-02-22 17:38:53 Null Handle: ...,
2004-02-22 21:10:43,"< img src=""/chat/faces/MrT.gif"" >",2004-02-22 21:06:43 Null Handle: Poor Avatar.. LOL,2004-02-22 21:06:55 Null Handle: Yeah.,LOL @ Malcom,2004-02-22 21:11:00 Null Handle: [feak],2004-02-22 21:11:48 Null Handle: Mr. T!!!!!,
2001-12-12 21:34:08,?????,"2001-12-12 21:33:09 Darrow: Damn opening to OS showing that there's room for more seasons, but never having them.",2001-12-12 21:33:56 Vavalion: Yup...,078 140 122 137 137 051 035 065 045,2001-12-12 21:34:14 Hero: Anyway,2001-12-12 21:34:16 Hero: Gooodnight,
2002-02-03 20:32:45,?????,"2002-02-03 20:31:26 Mog: But he already bid as much as he's going to, so that's not really going to help at this point. [tongue]",2002-02-03 20:32:11 Soul: *goes to the secret IMO/Admin meeting and high-fives Charles*,*lurking*,2002-02-03 20:32:53 Mog: *Jumps into the meeting with a Thompson and shoots everyone in the head several times*,2002-02-03 20:32:54 Cecil: *sigh*,
2003-05-13 18:39:46,A,"2003-05-13 18:39:39 Nadia: Sorry, Ruser.",2003-05-13 18:39:40 Vavalion: I guess I can do it the old fashioned way.,A,2003-05-13 18:39:53 B: B,2003-05-13 18:39:54 Raud: Whirr.,
2003-08-03 18:48:07,A,2003-08-03 18:46:10 Janus: And she's telling me now she needs it for an hour or two. Fuck an A.,2003-08-03 18:46:13 Nadia: Sowwy...,Uh.... *looks back and forth* I dunno about you... but I think you should fuck O instead.,2003-08-03 18:48:31 Nadia: ^^;;;;,2003-08-03 18:48:58 Janus: That's probably a good idea.,
2004-08-01 19:40:15,A FREAKIN' rock,"2004-08-01 19:39:50 Bunny Slippers: What's coming after this...? If it's nothing good, I think I'll just turn off the channel and listen to my own music...","2004-08-01 19:40:09 Panties: Good job on fighting to the death, but you have lost.",Now I'm inanimate.,2004-08-01 19:40:21 Panties: Something from .hack,"2004-08-01 19:40:30 Panties: Yes, now you are.",
2004-08-01 19:40:37,A FREAKIN' rock,2004-08-01 19:40:21 Panties: Something from .hack,"2004-08-01 19:40:30 Panties: Yes, now you are.",You guy's don't have to get freakin' upset just cause I'm messing around.,2004-08-01 19:40:58 CD Case: I want to listen to the Xenosaga II OST!,2004-08-01 19:41:15 CD Case: SHUT UP AND GO TO HELL DRIR!,
2003-08-22 20:32:33,A Monster,2003-08-22 20:30:01 Janus: Yep.,2003-08-22 20:30:05 Vavalion: How far are you?,Grrrarr! I am a monster! I will eat you! [bunny],"2003-08-22 20:32:49 Randofu: Still in Athkatla... I signed up for Bodhi's help, so I'm at the Docks district.",2003-08-22 20:32:57 Janus: Hi monster.,
2003-08-22 20:33:41,A Monster,2003-08-22 20:33:10 Randofu: Eat him! [blush],2003-08-22 20:33:29 Vavalion: Bodhi is scary.,But Vav's all burny! I'll hurt my mouth! [cry],2003-08-22 20:34:50 Vavalion: *Throws Rand at the monster* Eat him! He'll lick you all the way down! That oughta be an interesting feeling.,2003-08-22 20:36:35 Randofu: I like Bodhi. [smile],
2003-06-30 19:31:17,Aarpm,"2003-06-30 19:29:58 Aaron: Wait, I mean Dark Paladin",,"Yes, what do you want DP?",2003-06-30 19:31:18 Nadia: O_o;;,2003-06-30 19:31:33 Janus: Cool colors.,
2003-06-30 19:32:53,Aarpm,"2003-06-30 19:31:48 Janus: The second handle and the first text, that is.","2003-06-30 19:32:21 Nadia: Uuuuuuh, that doesn't help...","Fine, address me and then don't respond. Fuckhead. *kills DP*","2003-06-30 19:33:14 Janus: Well, the text of Dark Paladpn looks like something you'd get if you mixed Man's purple with a dark blue, and Aarpm's handle looks like Sraph's Twilight colored crossed with...I dunno. A blue-gray.","2003-06-30 19:33:20 Janus: Darker blue gray, that is.",
2002-01-26 09:11:15,Aeris[smile]Gainsborough,2002-01-26 09:06:20 Hero: Gggg,2002-01-26 09:06:25 Hero: Stupid grass grow,"oooh,ARE you now?",2002-01-26 09:11:38 Aeris[smile]Gainsborough: no fun for u Mr. Randofu,2002-01-26 10:02:13 Randofu: Hahaha ,
2002-01-26 09:11:38,Aeris[smile]Gainsborough,2002-01-26 09:06:25 Hero: Stupid grass grow,"2002-01-26 09:11:15 Aeris[smile]Gainsborough: oooh,ARE you now?",no fun for u Mr. Randofu,2002-01-26 10:02:13 Randofu: Hahaha ,2002-01-26 10:04:43 Soul: LOL,
2002-10-26 21:43:33,Ahondara,2002-10-26 21:41:22 Vavalion: Where did Janus disappear off to?,2002-10-26 21:42:00 Darrow: *shrugs* Might've fallen asleep.,How does this sound...?,"2002-10-26 21:44:21 Ahondara: â€œ = ""","2002-10-26 21:45:03 Ahondara: icky, I see a couple typos",
2002-10-26 21:44:21,Ahondara,2002-10-26 21:42:00 Darrow: *shrugs* Might've fallen asleep.,2002-10-26 21:43:33 Ahondara: How does this sound...?,"â€œ = ""","2002-10-26 21:45:03 Ahondara: icky, I see a couple typos",2002-10-26 21:45:09 Ahondara: WTF?,
2002-10-26 21:45:03,Ahondara,2002-10-26 21:43:33 Ahondara: How does this sound...?,"2002-10-26 21:44:21 Ahondara: â€œ = ""","icky, I see a couple typos",2002-10-26 21:45:09 Ahondara: WTF?,2002-10-26 21:45:09 Soul: Sounds like your wallet getting empty.,
2002-10-26 21:45:09,Ahondara,"2002-10-26 21:44:21 Ahondara: â€œ = ""","2002-10-26 21:45:03 Ahondara: icky, I see a couple typos",WTF?,2002-10-26 21:45:09 Soul: Sounds like your wallet getting empty.,2002-10-26 21:45:29 Vavalion: So this means you're going to Tennesee?,
2001-12-08 22:26:45,Airhead,"2001-12-08 22:26:18 Sraphene: I shoulda been in bed by now, but I don't wanna go. In a way. [tongue]","2001-12-08 22:26:43 Hero: Stay, Sraph. Who needs sleep? [animesmile]",[escapes the Freak Show and continues haunting Hero],2001-12-08 22:26:50 Vavalion: Neeeeeeeeever go to sleep. Stay awake for eternity! Or until you pass out.,"2001-12-08 22:27:41 Sraphene: Duuuuuuuuude, sleep is, like, sooooooooo overrated. [tonguewink]",
2001-12-08 22:28:36,Airhead,2001-12-08 22:28:14 Darrow: Sleep makes people....hungry.......FLESH hungry....,2001-12-08 22:28:28 Vavalion: You gotta get little dark circles under your eyes. Those are cool.,"Well, anyway, I want to apologize to Justin, but I doubt it would help since it would just bring it up again. ^^;",2001-12-08 22:28:42 Sraphene: House sleep?,2001-12-08 22:28:46 Hero: uh oh *never goes to sleep*,
2002-05-11 15:38:56,Akira_Shino,2002-05-11 15:13:40 Hero: Then fun never stops here in SSU. [animesmile],2002-05-11 15:14:33 Armadillo: Unquestionably so.,hi,2002-05-11 15:40:05 Akira_Shino: hello????,2002-05-11 15:44:54 Armadillo: Hello.,
2002-05-11 15:40:05,Akira_Shino,2002-05-11 15:14:33 Armadillo: Unquestionably so.,2002-05-11 15:38:56 Akira_Shino: hi,hello????,2002-05-11 15:44:54 Armadillo: Hello.,"2002-05-11 15:45:25 Armadillo: Yeah, it can get pretty dead in here.",
2002-10-29 20:11:36,Alarm Clock from Hell,2002-10-29 20:10:54 Janus: Puuchudasfdafhu?,2002-10-29 20:11:14 Psi-Amy: Indeed.,BEEPbeepBEEPbeepBEEPbeepBEEPbeepBEEPbeepBEEPbeep!,"2002-10-29 20:11:57 Janus: Satan, it's time to wake up!",2002-10-29 20:12:10 Psi-Amy: Heh.,
2002-10-29 20:13:50,Alarm Clock from Hell,"2002-10-29 20:13:23 Hero: That would suck to be in love, then lost on a island for years, only living in hope to get that love again, then make it home to find out that love forgot all about you and moved on.","2002-10-29 20:13:38 Psi-Amy: Indeed, Hero.",*Re-forms* YOU THOUGHT YOU COULD GET RID OF ME?!?!?!?! BEEPBEEPBEEPBEEPBEEPBEEP!!!!,2002-10-29 20:14:12 Darrow: *throws the mascot back at Amy's head*,2002-10-29 20:14:18 NeueZiel: hey everyone,
2002-10-29 20:17:17,Alarm Clock from Hell,2002-10-29 20:16:39 NeueZiel: when did the ACfH come up? lmao,2002-10-29 20:16:50 Cecil: Hey Neue.,"Eh, whatever. *Disappears to annoy some of the slothful damned*",2002-10-29 20:17:17 Psi-Amy: the whaaat?,2002-10-29 20:17:40 NeueZiel: ACfH. Alarm Clock from Hell.,
2003-07-29 21:51:38,Alias,"2003-07-29 21:50:57 Balor Micah: You don't think he brought reinforcements, do you?","2003-07-29 21:51:24 Ilsyn: (What language are they speaking, Common?)",Probably. You know how these humans travel in packs. I suppose we should tell the women and children to hide in the tunnels.,"2003-07-29 21:52:00 Ilsyn: We are a small group, we mean no ill!","2003-07-29 21:52:06 Alias: (Yes, Common)",
2003-07-29 21:52:06,Alias,2003-07-29 21:51:38 Alias: Probably. You know how these humans travel in packs. I suppose we should tell the women and children to hide in the tunnels.,"2003-07-29 21:52:00 Ilsyn: We are a small group, we mean no ill!","(Yes, Common)","2003-07-29 21:52:42 Narok: (Okay, maybe it's not so bad.)","2003-07-29 21:52:59 Ilsyn: We were swept south by a tidal wave, we are returning north and saw the statue. We thought we find get directions, that someone might be here...",
2003-07-29 21:54:40,Alias,2003-07-29 21:53:29 Balor Micah: I think he may actually be telling the truth. Perhaps this one doesn't want to destroy our little town.,2003-07-29 21:53:33 Ilsyn: *stares back and struggles to keep from panickng*,I guess we should take him to King Arga. He'll decide whether he is good or not.,"2003-07-29 21:55:05 Hinoki: (Find get directions was intentional, Ilsyn's on the verge of panic as I said.)","2003-07-29 21:55:15 DM: A small contingent of Balor escort you to the largest building in the town, Ilsyn.",
2003-07-29 22:31:40,Alias,2003-07-29 22:31:18 Equinox: ^Turin! Why did I leave him paralyed like that?^ *Runs back at top speed to Turin*,2003-07-29 22:31:31 Ilsyn: (Solar >>> demons),"I'm not sure, brother, but I have a feeling it was our mortal enemy. But no matter. There's a whole world here for us... *cackles as they exeunt stage left*",2003-07-29 22:31:55 Turin: Help!,2003-07-29 22:32:08 Illia: We need to go find Ilsyn... I don't like this place... We should stay together!,
2004-02-29 00:03:40,Altima,2004-02-29 00:03:22 Nadia: Red: Okay.. Hold on.. Let me manufacture an av.,2004-02-29 00:03:28 Sin: OH,I AM THE CAR BOSS FROM FFT.,"2004-02-29 00:03:41 Psi-Amy: Hmmmm, who should I be? [eh]",2004-02-29 00:04:57 Psi-Amy: Was Queen Zeal ever a boss?,
2004-02-29 00:05:39,Altima,"2004-02-29 00:05:27 Masa & Mune: Yes, of course she was.",2004-02-29 00:05:33 Nadia: Red: Nadia says take Queen Zeal.,I can't think of a good one....Yarrrr.,2004-02-29 00:05:58 Nadia: [url],2004-02-29 00:05:59 Sin: I'll just stick with the hovering giant fish.,
2003-06-12 18:14:23,Amaing Singin' Turin,"2003-06-12 18:14:02 DM: OK, I need to eat right now...  Amuse yourselves and be ready to move in the morning when I get back.",2003-06-12 18:14:09 Illia: ~glances at Turin~ Do you want to...?,"Nobody likes me! Everybody hates! I think I'll eat some woooorms! Big ones, small ones, fat ones, tall ones, fuzzy-uzzy-uzzy-uzzy woooorms!","2003-06-12 18:14:34 Rin: (Ok, Rand.)",2003-06-12 18:14:44 Valimus: (Wooooooooo! Ruser's gone! [VALIMUS PULLS A MOBILE SUIT OUT OF HIS POCKET]),
2003-06-12 18:15:08,Amaing Singin' Turin,"2003-06-12 18:14:54 Ayra: [gets a pensive look on her face] I don't think we should wander off too far from the others at night. No offense or anything, but I just don't want anything unfortunate to befall us.",2003-06-12 18:15:00 Johnas: (D'oh... I wanted to hunt....),Chop off their heads! Suck out their guts! Throw their skins away! No one say that I can eat them Three! Times! A DAAAAY!,2003-06-12 18:15:10 Rin: *blinks and sweatdrops at Turin*,2003-06-12 18:15:16 Illia: Uuuuuh...,
2002-12-17 19:11:27,Amber aka Piki The Most Subservient,"2002-12-17 19:10:40 Amber aka Piki: muahahahahaha, I am going to have to change my name forever now aren't I.",2002-12-17 19:11:08 Amber aka Pikirrrrr: You can't always stay one step ahead of me.,oops.,2002-12-17 19:11:33 DM Cecil: You're right.,"2002-12-17 19:11:34 Amber aka Piki The Most Subservient: That's supposed to be,",
2002-12-17 19:11:34,Amber aka Piki The Most Subservient,2002-12-17 19:11:27 Amber aka Piki The Most Subservient: oops.,2002-12-17 19:11:33 DM Cecil: You're right.,"That's supposed to be,",2002-12-17 19:11:39 Amber aka Piki The Most Subservient: rrrrrrrrr,"2002-12-17 19:11:59 Me, that one girl: I will eventually win.",
2002-12-17 19:11:39,Amber aka Piki The Most Subservient,2002-12-17 19:11:33 DM Cecil: You're right.,"2002-12-17 19:11:34 Amber aka Piki The Most Subservient: That's supposed to be,",rrrrrrrrr,"2002-12-17 19:11:59 Me, that one girl: I will eventually win.","2002-12-17 19:12:04 DM Cecil: But as long as I figure you're worth the effort, I can play this game for as long as need be.",
2002-12-16 06:49:46,Angelic K'van,2002-12-16 06:48:54 Hawk: *Kicks Kvan off him first and sets Kvan up the kabomb. The end.*,2002-12-16 06:49:20 Zombified K'van: *K'van goes KABOMB! killing both he and hawk instantly*,What? An Angel? But i was evil!,2002-12-16 06:50:08 Hawk: *Sat outside the blast radius because he actually knows how to use explosives correctly* XD,2002-12-16 06:54:01 Angelic K'van: *thinks of killing hawk* Whaaa...ooowwaaaa,
2002-12-16 06:54:01,Angelic K'van,2002-12-16 06:49:46 Angelic K'van: What? An Angel? But i was evil!,2002-12-16 06:50:08 Hawk: *Sat outside the blast radius because he actually knows how to use explosives correctly* XD,*thinks of killing hawk* Whaaa...ooowwaaaa,,2002-12-16 06:55:15 Demonic K'van: Huzzah!,
2001-11-17 17:16:21,Anime Sucks Balls,"2001-11-17 17:15:16 Vash the Stampede: Screw you guys, I'm going home.",2001-11-17 17:16:14 Big Bubba: *walks over to Vash and screws him*,"God,anime sucks.",2001-11-17 17:16:37 Anime Sucks Balls: why can't you watch cartoons in english?,2001-11-17 17:16:44 Anime Sucks Balls: what's wrong with you sickos?,
2001-11-17 17:16:37,Anime Sucks Balls,2001-11-17 17:16:14 Big Bubba: *walks over to Vash and screws him*,"2001-11-17 17:16:21 Anime Sucks Balls: God,anime sucks.",why can't you watch cartoons in english?,2001-11-17 17:16:44 Anime Sucks Balls: what's wrong with you sickos?,2001-11-17 17:16:50 Anime Sucks Balls: Fuck you all.,
2001-11-17 17:16:44,Anime Sucks Balls,"2001-11-17 17:16:21 Anime Sucks Balls: God,anime sucks.",2001-11-17 17:16:37 Anime Sucks Balls: why can't you watch cartoons in english?,what's wrong with you sickos?,2001-11-17 17:16:50 Anime Sucks Balls: Fuck you all.,2001-11-17 17:17:23 Hero: He's been banned now. [animesmile],
2001-11-17 17:16:50,Anime Sucks Balls,2001-11-17 17:16:37 Anime Sucks Balls: why can't you watch cartoons in english?,2001-11-17 17:16:44 Anime Sucks Balls: what's wrong with you sickos?,Fuck you all.,2001-11-17 17:17:23 Hero: He's been banned now. [animesmile],2001-11-17 17:17:41 Hero: Hrmmm.. These are nice colors. [animesmile],
2002-10-23 23:33:17,Announcer,"2002-10-23 23:32:33 NeueZiel: he could just go to another country, or go out to sea on a boat [tongue]","2002-10-23 23:33:09 Armadillo: Wow, my connection was going at 8k/sec for a little while there.","And we know return to our feature presentation, The Sniper Joe Show, sponsered by Capcom! Sequels? We've got that! Capcom! And now, back to our show!",2002-10-23 23:33:23 Armadillo: A sniper at sea has no one to shoot. [tongue],2002-10-23 23:33:53 NeueZiel: except other boaters XD,
2004-05-16 01:48:36,Announcer,2004-05-16 01:46:06 Vavalion: [eh][eh],2004-05-16 01:48:16 Red Leader: [bitchslap][hero],What Hero doesn't know is that his bed was replaced by a disintegrator!,2004-05-16 01:53:13 Red Leader: Coooooooooooooooool!,2004-05-16 02:13:28 Red Leader: [UPLOADS],
2001-11-17 19:55:02,Announcer Guy,"2001-11-17 19:53:21 Enemy mastermind: The ""Stretcher""!",2001-11-17 19:54:08 Invisible Orchestra: DUN DUN DUUUUNNNNNNNNNNNNNNNNNNNNNNNNNNNnn!!!!!,Will our hero continue to hold out on the Colonel's Herbs and Spices and continue to withstand the... torture...?,2001-11-17 19:55:02 POW Soul: *passes out*,2001-11-17 19:55:44 Announcer Guy: Find out on the next tantilizing and exciting Episode of.......Um...er......,
2001-11-17 19:55:44,Announcer Guy,2001-11-17 19:55:02 Announcer Guy: Will our hero continue to hold out on the Colonel's Herbs and Spices and continue to withstand the... torture...?,2001-11-17 19:55:02 POW Soul: *passes out*,Find out on the next tantilizing and exciting Episode of.......Um...er......,"2001-11-17 19:56:10 Announcer Guy: Aw hell, who gives a crap about this show anyway. *tosses up his material and walks off into the sunset*",,
2001-11-17 19:56:10,Announcer Guy,2001-11-17 19:55:02 POW Soul: *passes out*,2001-11-17 19:55:44 Announcer Guy: Find out on the next tantilizing and exciting Episode of.......Um...er......,"Aw hell, who gives a crap about this show anyway. *tosses up his material and walks off into the sunset*",,2001-11-17 19:58:33 Hero: *yawns*,
2001-11-17 19:56:21,Announcer Guy,2001-11-17 19:55:44 Announcer Guy: Find out on the next tantilizing and exciting Episode of.......Um...er......,"2001-11-17 19:56:10 Announcer Guy: Aw hell, who gives a crap about this show anyway. *tosses up his material and walks off into the sunset*",,2001-11-17 19:58:33 Hero: *yawns*,2001-11-17 19:58:39 Jester: *looks around for Cecil*,
2001-12-02 20:36:27,Annoying TV Salesman,2001-12-02 20:36:15 Consumate Nihilist: [test],2001-12-02 20:36:20 Consumate Realist: [test],[test],"2001-12-02 20:36:40 Hero: What are you testing, Justin? [animesmile]",2001-12-02 20:36:49 Cecil: Hey. . .I think I have something. . .,
2002-10-16 00:32:20,Annoying TV Salesman,"2002-10-16 00:32:11 Null Handle: [buzzer sounds] I'm sorry, time's up! Tell Army what he didn't win!",2002-10-16 00:32:16 Dry: Whoa...that first one is a MIND WARPZ0rZ!,It was....a lifetime supply of Tree! [curtain rises showing crates and crates of tree] All this could have been yours! [sets it on fire and reduces it to ash],,2002-10-16 00:36:03 Janus: BIIIIIIIG FEAAAAK!,
