time_stamp,handle,back_-2_post,back_-1_post,text,forward_1_post,forward_2_post,guess_who
2005-03-31 03:49:55,80's Tony,"2005-03-31 03:49:19 DP: Oh, and, by the way, wonderful av, Janus. She was awesome in that dress. [animesmile]",2005-03-31 03:49:54 Nadia: What happened to the chat?  [dwa],"I think I'm causing this disturbance somehow. I just added two handles, and suddenly nothing is working.","2005-03-31 03:49:57 Armadillo: Man, I was reading this interview and it totally creeped me out. It sounded like the interviewed guy was being graded or something. [feak]",2005-03-31 03:50:14 Amy: Which it looks like it is....[eh],
2005-04-05 20:58:04,80's Tony,2005-04-05 20:57:31 Armadillo: Not anymore. :(,2005-04-05 20:57:41 Hero: Awww. :(,Great Harvest? Revelation 16 if my memory serves me. [tongue],2005-04-05 20:58:15 Armadillo: Rox!,2005-04-05 20:58:27 Cecil: Which it doesn't.,
2005-04-05 20:58:44,80's Tony,2005-04-05 20:58:27 Cecil: Which it doesn't.,2005-04-05 20:58:34 Armadillo: I must eat that chapter!,"Oh, new handle works fine. [whoa]","2005-04-05 20:59:11 Hero: Be back in 15 or so, going to check my mail box.","2005-04-05 20:59:13 Janus: Hello, Mr. Danza.",
2005-04-05 21:00:23,80's Tony,2005-04-05 21:00:12 Cecil: It was in the book of Leviticus.,2005-04-05 21:00:15 Vavalion: My memory serves me crappily!,try harvest of the earth,2005-04-05 21:00:27 Cecil: Can't remember exactly where.,"2005-04-05 21:00:37 80's Tony: There's one in Revelation, I know it.",
2005-04-05 21:00:37,80's Tony,2005-04-05 21:00:23 80's Tony: try harvest of the earth,2005-04-05 21:00:27 Cecil: Can't remember exactly where.,"There's one in Revelation, I know it.","2005-04-05 21:00:41 Armadillo: Revelation 16: ""1 Then I heard a loud voice from the temple telling the seven angels, ""Go and pour out on the earth the seven bowls of the wrath of God."" 2 So the first angel went and poured his bowl on the earth, and foul and evil sores came upon the men who bore the mark of the beast and worshiped its image.""",2005-04-05 21:01:04 Cecil: That's right.,
2005-04-05 21:02:19,80's Tony,2005-04-05 21:01:46 Cecil: BRB.,2005-04-05 21:01:48 Vavalion: Organs are great.,Is the chat working slow for you guys? or is it just this computer?,2005-04-05 21:02:39 Armadillo: It wasn't refreshing for me.,"2005-04-05 21:03:27 Armadillo: In fact, its till isn't.",
2002-05-30 19:03:04,A cute bunny,"2002-05-30 19:02:52 Hero: On AIM: Hey Nick, can you get me a job at your work (he doesn't know that I was laid off)",2002-05-30 19:02:56 Darrow: And then convert the VERY last box into Cheez-It ice cream.,dies,"2002-05-30 19:03:06 Hero: Me: Sure, how would you like the job of Sys Admin",2002-05-30 19:03:10 A cute bunny: *dies*,
2002-05-30 19:03:10,A cute bunny,2002-05-30 19:03:04 A cute bunny: dies,"2002-05-30 19:03:06 Hero: Me: Sure, how would you like the job of Sys Admin",*dies*,2002-05-30 19:03:13 Hero: Friend: Isn't that you?,2002-05-30 19:03:23 Nadia: [cry],
2002-05-30 19:03:31,A cute bunny,2002-05-30 19:03:23 Nadia: [cry],"2002-05-30 19:03:26 Hero: Me: Sure is, I don't work there anymore [tongue]",*dies*,2002-05-30 19:03:32 Darrow: Guess that bunny didn't see the motion sensored machine guns.,2002-05-30 19:03:52 A cute bunny: snuggles up to Nadia [wink],
2002-05-30 19:03:52,A cute bunny,2002-05-30 19:03:31 A cute bunny: *dies*,2002-05-30 19:03:32 Darrow: Guess that bunny didn't see the motion sensored machine guns.,snuggles up to Nadia [wink],2002-05-30 19:04:05 A cute bunny: then dies,2002-05-30 19:04:06 Hero: *Kills Bunny*,
2002-05-30 19:04:05,A cute bunny,2002-05-30 19:03:32 Darrow: Guess that bunny didn't see the motion sensored machine guns.,2002-05-30 19:03:52 A cute bunny: snuggles up to Nadia [wink],then dies,2002-05-30 19:04:06 Hero: *Kills Bunny*,2002-05-30 19:04:13 Nadia: ~hugs the living bunny~,
2002-05-30 19:04:36,A cute bunny,2002-05-30 19:04:13 Nadia: ~hugs the living bunny~,2002-05-30 19:04:24 Nadia: Waaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah!!!!!! [cry],decides to not die so Nadia won't cry,2002-05-30 19:04:42 A cute bunny: enjoys hug,2002-05-30 19:04:51 Hero: *Bunny DOES die,
2002-05-30 19:04:42,A cute bunny,2002-05-30 19:04:24 Nadia: Waaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah!!!!!! [cry],2002-05-30 19:04:36 A cute bunny: decides to not die so Nadia won't cry,enjoys hug,2002-05-30 19:04:51 Hero: *Bunny DOES die,2002-05-30 19:04:51 Vavalion: *Throws the constantly dying bunny out the window* Go die somewhere else! We have enough death here!,
2002-05-30 19:05:30,A cute bunny,"2002-05-30 19:05:26 Darrow: I like Barney the Bunny. He's funny. ""Come heeeeeeeeeeeeeeere Barney!""",2002-05-30 19:05:27 Nadia: ...,*does not die*,2002-05-30 19:05:32 Hero: Look! Nadia has a naked slave girl~,2002-05-30 19:05:41 A cute bunny: I am the immortal cute bunny.,
2002-05-30 19:05:41,A cute bunny,2002-05-30 19:05:30 A cute bunny: *does not die*,2002-05-30 19:05:32 Hero: Look! Nadia has a naked slave girl~,I am the immortal cute bunny.,"2002-05-30 19:05:48 Darrow: *Barney hops in, then rides around the world without getting into battles*",2002-05-30 19:05:49 Vavalion: Barney the Bunny r0xx0rz.,
2002-05-30 19:05:55,A cute bunny,"2002-05-30 19:05:48 Darrow: *Barney hops in, then rides around the world without getting into battles*",2002-05-30 19:05:49 Vavalion: Barney the Bunny r0xx0rz.,I've come to cheer Nadia up!,2002-05-30 19:05:58 Dark Paladin: ...,2002-05-30 19:06:18 Nadia: I want to play SO2 long enough to get the bunny... ^^;;;;;,
2002-06-21 01:34:59,AAaron,2002-06-21 01:34:21 Red Leader: Eh. Too much work. [tongue],2002-06-21 01:34:36 : Nope. Nothing going on over there. Nothing at all. [stands around casually],Heeeeeeeeeeey! It's JUUUUUUUUUSTIIIIIIIIIIIIIIN!!!!!!!!!!!!,2002-06-21 01:35:20 AAaron: That's a nice shirt.,2002-06-21 01:35:27 AAaron: AAAAAAAAAAAHHHHHHHHHHHHH!!! WHAT HAPPENED TO MEEEEE?!?!,
2002-06-21 01:35:20,AAaron,2002-06-21 01:34:36 : Nope. Nothing going on over there. Nothing at all. [stands around casually],2002-06-21 01:34:59 AAaron: Heeeeeeeeeeey! It's JUUUUUUUUUSTIIIIIIIIIIIIIIN!!!!!!!!!!!!,That's a nice shirt.,2002-06-21 01:35:27 AAaron: AAAAAAAAAAAHHHHHHHHHHHHH!!! WHAT HAPPENED TO MEEEEE?!?!,2002-06-21 01:35:39 Janus: I don't trust Justin.,
2002-06-21 01:35:27,AAaron,2002-06-21 01:34:59 AAaron: Heeeeeeeeeeey! It's JUUUUUUUUUSTIIIIIIIIIIIIIIN!!!!!!!!!!!!,2002-06-21 01:35:20 AAaron: That's a nice shirt.,AAAAAAAAAAAHHHHHHHHHHHHH!!! WHAT HAPPENED TO MEEEEE?!?!,2002-06-21 01:35:39 Janus: I don't trust Justin.,2002-06-21 01:35:44 Dark Paladin: LOL,
2002-06-21 01:35:51,AAaron,2002-06-21 01:35:44 Dark Paladin: LOL,2002-06-21 01:35:48 Dark Paladin: LOL again,I don't wanna be Dog Face! [cry],2002-06-21 01:36:00 AAaron: HA!,2002-06-21 01:36:06 Bob: Hmmm...,
2002-06-21 01:36:00,AAaron,2002-06-21 01:35:48 Dark Paladin: LOL again,2002-06-21 01:35:51 AAaron: I don't wanna be Dog Face! [cry],HA!,2002-06-21 01:36:06 Bob: Hmmm...,2002-06-21 01:36:10 Janus: You are not dog face!,
2002-06-21 01:36:24,AAaron,2002-06-21 01:36:06 Bob: Hmmm...,2002-06-21 01:36:10 Janus: You are not dog face!,4 years.,2002-06-21 01:36:26 Dark Paladin: Hmm...,"2002-06-21 01:36:36 Dark Paladin: Ah, okay, regular filter. [tongue]",
2002-06-21 01:36:47,AAaron,"2002-06-21 01:36:36 Janus: What have you done, Darrow?!",2002-06-21 01:36:40 Carl: Oh no! *Dies*,LOL,2002-06-21 01:36:53 Darrow         : ...WTF?,2002-06-21 01:36:54 AAaron: Funny funny!,
2002-06-21 01:36:54,AAaron,2002-06-21 01:36:47 AAaron: LOL,2002-06-21 01:36:53 Darrow         : ...WTF?,Funny funny!,2002-06-21 01:36:58 AAaron: Dark Paladin!!!,2002-06-21 01:36:58 Red Leader: [PONDERS AN EXPERIMENT WITH FIRE EMBLEM],
2002-06-21 01:36:58,AAaron,2002-06-21 01:36:53 Darrow         : ...WTF?,2002-06-21 01:36:54 AAaron: Funny funny!,Dark Paladin!!!,2002-06-21 01:36:58 Red Leader: [PONDERS AN EXPERIMENT WITH FIRE EMBLEM],"2002-06-21 01:37:07 Dark Paladin: I don't think I'd ever notice, really. I don't even remember the last time I visited the profile pages.",
2002-06-21 01:38:28,AAaron,"2002-06-21 01:37:22 Dark Paladin: Don't look at me, this is your fuxx0red up experiment. [tongue]",2002-06-21 01:38:08 Hero: Damnit Darrow,Woohoo!,2002-06-21 01:38:40 Vavalion: I like to bite pixie stix wrappers.,2002-06-21 01:38:46 Hero: Darrow = Justin,
2002-01-26 22:53:34,"Aaron, Super Overachiever",2002-01-26 22:53:29 Dark Paladin: If you get a 110% in gym you better have some super power or something.,2002-01-26 22:53:31 Hero: But the fact still remains,DUN DUNA DUN!!,2002-01-26 22:53:50 Vavalion: But can you give something 110% effort?,2002-01-26 22:53:53 Dark Paladin: Like jumping a wall or climbing to the roof of the school or running at the speed of sound.,
2002-01-26 22:54:44,"Aaron, Super Overachiever",2002-01-26 22:54:40 Hero: ANYWAY,2002-01-26 22:54:42 Hero: to Be Continued,"I have a Super power, DP. It's called no effort, 100%. It's Infinate efficiency! [naughty]","2002-01-26 22:54:59 Vavalion: But how? 100% is the most effort you can give, but if you give more than that, wouldn't that by default become 100%?","2002-01-26 22:55:02 Vavalion: GET BACK HERE, HERO!!!",
2002-01-26 22:55:14,"Aaron, Super Overachiever","2002-01-26 22:54:59 Vavalion: But how? 100% is the most effort you can give, but if you give more than that, wouldn't that by default become 100%?","2002-01-26 22:55:02 Vavalion: GET BACK HERE, HERO!!!","Well, actually, I spent 8 hours on that gym project, compared to the 1-2 hours most people spent. [tongue]",2002-01-26 22:55:28 Hero: BTW,"2002-01-26 22:55:33 Hero: Aaron, you sux0r!",
2002-01-26 22:57:05,"Aaron, Super Overachiever",2002-01-26 22:56:09 Vavalion: Stupid humans.,2002-01-26 22:56:15 Dark Paladin: Math is hard.,"Math is easy! Compared to other subjects, that is. Math was invented with specific rules in mind and such so that it always works out and there aren't exceptions like in every other academic field. [tongue]","2002-01-26 22:57:42 Darrow: Art is a whorish bastard, especially when your school gives you teachers who can't teach for their LIFE, yet are allowed to keep their jobs because they're strict.",2002-01-26 22:58:07 Vavalion: Math is hard because you always make one little basic math mistake and get the problem wrong. FUCK YOU -9! FUCK YOOOOOOUUUUUU!!!!!!,
2002-01-26 23:13:17,"Aaron, Super Overachiever",2002-01-26 23:12:32 Soul: the whole what if.,"2002-01-26 23:13:11 Soul: You've beaten Xenogears, right, Kvan?",Rejection brings closure and allows you to move on.,"2002-01-26 23:13:23 Dark Paladin: ""What if.""",2002-01-26 23:13:24 Darrow: Not getting involved to begin with.,
2002-01-26 23:20:34,"Aaron, Super Overachiever",2002-01-26 23:20:05 Soul: You go down the elevator and into the room and you're in a big sphere.. but I can't remember what was in there...,2002-01-26 23:20:32 K'van Cetre: replay it again [tonguewink],Genderless. It's illegal to show genitals.,"2002-01-26 23:20:43 K'van Cetre: maybe it was a xenogear, or a boss","2002-01-26 23:20:46 Aaron, Super Overachiever: In Japan, that is.",
2002-01-26 23:20:46,"Aaron, Super Overachiever","2002-01-26 23:20:34 Aaron, Super Overachiever: Genderless. It's illegal to show genitals.","2002-01-26 23:20:43 K'van Cetre: maybe it was a xenogear, or a boss","In Japan, that is.","2002-01-26 23:20:48 Darrow: Hmm...yeah...that'd kinda suck. [tongue] ""I have to pee...and I CAN'T, AAAAAAHHHHHHHH!!!!!!!!!""",2002-01-26 23:20:49 Vavalion: They don't draw genitalia in Japan.,
2002-04-08 21:04:49,Alejandro the Cockroach,2002-04-08 21:04:13 Hero: Dear god no!,"2002-04-08 21:04:32 Randofu: No, I was talking about you and Darrow and the phone commercials. [tongue]",*makes scary faces at Rand*,"2002-04-08 21:04:50 Darrow: *everyone stands around and chats, then suddenly a giant mutant roach runs by and grabs Ruser, then runs off with him* ....*turns to Vav* So, how was your day?","2002-04-08 21:04:52 Vavalion: Oh, LOL",
2002-04-08 21:05:04,Alejandro the Cockroach,"2002-04-08 21:04:50 Darrow: *everyone stands around and chats, then suddenly a giant mutant roach runs by and grabs Ruser, then runs off with him* ....*turns to Vav* So, how was your day?","2002-04-08 21:04:52 Vavalion: Oh, LOL",Blah!!!,2002-04-08 21:05:09 Vavalion: It was r0xx0ring.,2002-04-08 21:05:13 Psi-Amy: LOL,
2002-04-08 21:06:12,Alejandro the Cockroach,2002-04-08 21:06:03 Randofu: This cockroach is pretty freakishly huge...,2002-04-08 21:06:06 Hero: I thought Randofy was Amy due to the fact that their colors look the same,*looks at the bigger cockroah run by* ......Ruser estan muerte.....,2002-04-08 21:06:14 Soul: Huh? Whats about me?,2002-04-08 21:06:16 Darrow: Are you sure it's not really a horse?,
2002-04-08 21:06:47,Alejandro the Cockroach,"2002-04-08 21:06:36 Randofu: I dunno, maybe I should ride it.",2002-04-08 21:06:38 Vavalion: An... exploding horse?,"That new porno, SOul.","2002-04-08 21:06:54 Randofu: If I can ride it, it's either a horse, or a well trained cockroach. [tongue]","2002-04-08 21:07:15 Darrow: LOL @ bug sex! ""Oh, your cockroach is so big...and mutant...mmmm....""",
2002-04-08 21:07:25,Alejandro the Cockroach,"2002-04-08 21:07:15 Darrow: LOL @ bug sex! ""Oh, your cockroach is so big...and mutant...mmmm....""",2002-04-08 21:07:15 Psi-Amy: I think the cockroach/horse is chewing on my socks [cry],"You know, ""In the Army...WOW!!""",2002-04-08 21:07:35 Darrow: Maybe you can train it and tie it up in the backyard. [tongue],2002-04-08 21:07:35 Hero: yuck....... ^^;;,
2002-04-08 21:07:48,Alejandro the Cockroach,"2002-04-08 21:07:44 Soul: Yeah, well, I went on strike... the models they wanted me to do just weren't good enought...",2002-04-08 21:07:46 Darrow: Train it to kill your enemies.,No...that's just me senora.....*nibbles on Amy's socks*,2002-04-08 21:08:08 Darrow: LOL @ already forseeing the reaction to that,2002-04-08 21:08:08 Red Leader: [COMES BACK FROM HELPING MOG] .. Eh?,
2002-04-08 21:08:50,Alejandro the Cockroach,2002-04-08 21:08:38 Vavalion: LOL,"2002-04-08 21:08:42 Psi-Amy: Quick, someone throw the roach into the Pit of Eternal Falling!",*dodges* Aye!!!,2002-04-08 21:09:04 Alejandro the Cockroach: YO NO QUERO MORER!!!,2002-04-08 21:09:15 Alejandro the Cockroach: YO NO QUERO MORER!!!!! skitter skitter*,
2002-04-08 21:09:04,Alejandro the Cockroach,"2002-04-08 21:08:42 Psi-Amy: Quick, someone throw the roach into the Pit of Eternal Falling!",2002-04-08 21:08:50 Alejandro the Cockroach: *dodges* Aye!!!,YO NO QUERO MORER!!!,2002-04-08 21:09:15 Alejandro the Cockroach: YO NO QUERO MORER!!!!! skitter skitter*,2002-04-08 21:09:34 Red Leader: Perhaps Amy wants Alejandro to nibble HER. [wink],
2002-04-08 21:09:15,Alejandro the Cockroach,2002-04-08 21:08:50 Alejandro the Cockroach: *dodges* Aye!!!,2002-04-08 21:09:04 Alejandro the Cockroach: YO NO QUERO MORER!!!,YO NO QUERO MORER!!!!! skitter skitter*,2002-04-08 21:09:34 Red Leader: Perhaps Amy wants Alejandro to nibble HER. [wink],2002-04-08 21:09:39 Soul: *Moves the pit of eternal falling beside Alejandro and he skitters right into it*,
2002-04-08 21:10:30,Alejandro the Cockroach,2002-04-08 21:09:39 Soul: *Moves the pit of eternal falling beside Alejandro and he skitters right into it*,2002-04-08 21:10:02 Darrow: She should know by now what to expect from me. [tongue] The big wuss!,o_O......*falls over and starts twitching*,"2002-04-08 21:10:42 Darrow: You should just leave it in your room, Ruser, and record how long it takes to get out. Make a whole website revolved around this roach.",2002-04-08 21:10:45 Red Leader: LOL!,
2002-11-25 11:45:26,Alexander Anderson,2002-11-25 09:07:48 Psi-Amy: heh. All I had to do was say that and a found one. +P,2002-11-25 09:34:19 Psi-Amy: *POOF* (gone),Hello.,2002-11-25 11:45:49 Alexander Anderson: Me = Dry + New Hellsing Addiction,2002-11-25 11:52:20 Red Leader: Uh huh...,
2002-11-25 11:45:49,Alexander Anderson,2002-11-25 09:34:19 Psi-Amy: *POOF* (gone),2002-11-25 11:45:26 Alexander Anderson: Hello.,Me = Dry + New Hellsing Addiction,2002-11-25 11:52:20 Red Leader: Uh huh...,2002-11-25 11:52:57 Alexander Anderson: I like Hellsing.,
2002-11-25 11:52:57,Alexander Anderson,2002-11-25 11:45:49 Alexander Anderson: Me = Dry + New Hellsing Addiction,2002-11-25 11:52:20 Red Leader: Uh huh...,I like Hellsing.,2002-11-25 11:57:47 Red Leader: The only Hellsing I know is Victor Van Hellsing. The know-it-all doctor from Dracula which we read in 12th grade.,2002-11-25 12:01:33 Alexander Anderson: Hellsing is an anime.,
2002-11-25 12:01:33,Alexander Anderson,2002-11-25 11:52:57 Alexander Anderson: I like Hellsing.,2002-11-25 11:57:47 Red Leader: The only Hellsing I know is Victor Van Hellsing. The know-it-all doctor from Dracula which we read in 12th grade.,Hellsing is an anime.,"2002-11-25 12:02:12 Alexander Anderson: It's about the Hellsing Organization, a group founded by the descendents of said doctor to kill undead.",2002-11-25 12:03:10 Red Leader: I see.,
2002-11-25 12:02:12,Alexander Anderson,2002-11-25 11:57:47 Red Leader: The only Hellsing I know is Victor Van Hellsing. The know-it-all doctor from Dracula which we read in 12th grade.,2002-11-25 12:01:33 Alexander Anderson: Hellsing is an anime.,"It's about the Hellsing Organization, a group founded by the descendents of said doctor to kill undead.",2002-11-25 12:03:10 Red Leader: I see.,"2002-11-25 12:03:13 Alexander Anderson: Alucard, the main character and best agent of said organization, is a super-powered vampire.",
2002-11-25 12:03:13,Alexander Anderson,"2002-11-25 12:02:12 Alexander Anderson: It's about the Hellsing Organization, a group founded by the descendents of said doctor to kill undead.",2002-11-25 12:03:10 Red Leader: I see.,"Alucard, the main character and best agent of said organization, is a super-powered vampire.","2002-11-25 12:03:46 Alexander Anderson: And Alexander Anderson is his nemesis, a Paladin working for the Catholic Church who wants Alucard DEAD.",2002-11-25 12:04:13 Cecil: *bought a hot swappable bay for his computer*,
2002-11-25 12:03:46,Alexander Anderson,2002-11-25 12:03:10 Red Leader: I see.,"2002-11-25 12:03:13 Alexander Anderson: Alucard, the main character and best agent of said organization, is a super-powered vampire.","And Alexander Anderson is his nemesis, a Paladin working for the Catholic Church who wants Alucard DEAD.",2002-11-25 12:04:13 Cecil: *bought a hot swappable bay for his computer*,2002-11-25 12:05:43 Alexander Anderson: O_X,
2002-11-25 12:05:43,Alexander Anderson,"2002-11-25 12:03:46 Alexander Anderson: And Alexander Anderson is his nemesis, a Paladin working for the Catholic Church who wants Alucard DEAD.",2002-11-25 12:04:13 Cecil: *bought a hot swappable bay for his computer*,O_X,2002-11-25 12:07:00 Red Leader: [SLOWLY BEING DRIVEN INSANE BY NADIA'S CONSTANT LEMINA MUSIC],2002-11-25 12:07:42 Cecil: I want a steak on a kaiser.,
2002-11-25 12:45:17,Alexander Anderson,2002-11-25 12:07:55 Cecil: [steak],2002-11-25 12:26:12 Red Leader: [TRIES TO DECIDE WETHER TO CONTINUE WITH PAGE 6 OF THE SECRET MANGA PROJECT OR TAKE A SHOWER],"ARGH. I took 30 pictures with VGSCap, and they all came out as solid black.",2002-11-25 13:35:52 Vavalion: Rar.,2002-11-25 13:36:01 Red Leader: [COMES BACK FROM THE SHOWER READY FOR MORE OF PAGE 6!,
2003-01-05 19:46:31,Allison,"2003-01-05 19:46:14 Rin: Excellent. Just go with Valimus, and I'll meet up with you later.","2003-01-05 19:46:24 Taro: You no lead Taro, TARO MAN OF WILD, FLASH MAAAAN!!! *leaps into the air and bites wildly, then runs over to a group of people and uses his Diplomacy skill to convince them that the Bitey God is the best god ever*","Hello there, young man! How are you this fine day?","2003-01-05 19:46:34 Tairen: I don't think it's a good idea to tell her to go with Valimus, Rin.","2003-01-05 19:46:59 Illia: ~glances at Valimus, then back at Rin~ Is that okay...?",
2003-01-05 19:48:56,Allison,"2003-01-05 19:48:50 Valimus: My... You sure sheath your weapons quite far up your anus, Tairen. [tongue]",2003-01-05 19:48:54 Rin: *nods at the party and rides off toward the temple to return Nasby to the stables for the night*,"Fantastic! I just sold someone a very expensive magical item, and he was willing to pay twice what it was worth. [smile]",2003-01-05 19:49:02 Narok: *Laughs to himself* I hope we never get into a situation where those two have to work together.,"2003-01-05 19:49:34 Tairen: If you'd prefer, I could sheathe them in your chest.",
2003-01-05 19:51:42,Allison,"2003-01-05 19:50:44 Ilsyn: Ah, quite excellent. I'm interesting in selling a statue...it's made of mithral, about...this large. *shows the proportions with his hands* I'm sure you'd like to see it before making an offer, but would you be interested, possibly?","2003-01-05 19:51:18 Taro: Rararararara!!! *bites wildly, then runs to the weapon shop and climbs up onto the counter* Mr. Servantface, give me service!","Oh yes, very interested actually! We had a customer in here about a week ago who was looking for something of that sort.","2003-01-05 19:51:44 Illia: ~glances around at everyone, then heads off randomly into town and looks at the different shops and buildings~",2003-01-05 19:52:13 Rin: (back),
2003-01-05 20:01:53,Allison,"2003-01-05 20:01:46 Narok: (Illia is at a bazaar, Taro is running around, as is Rin, Val is looking for balls. And the rest of us are trying to sell that statue.)","2003-01-05 20:01:48 Rin: *ears perk up* Hmmm, sounds like it's worth a look. *follows the sound, dashing into the bazaar*","Hmm. This is an exquisite statue, truly... However...","2003-01-05 20:01:55 Valimus: Gee, That Biza character sure is BizaRRE! [tongue]",2003-01-05 20:01:59 Tairen: *Taps his foot*,
2003-01-05 20:02:48,Allison,"2003-01-05 20:02:18 Valimus: (How, Ruser?)","2003-01-05 20:02:34 Taro: Taro, Taro, BIG O, BANGO!","It seems to be fractured a little, and... and... it almost looks like there are bite marks in it! Where on earth did you get this?","2003-01-05 20:02:51 Ilsyn: Patience, patience. *waves a hand at Tairen and Narok*","2003-01-05 20:03:25 DM: 1d20 + your skill modifier, like any other skill check... ^^;",
2003-01-05 20:05:57,Allison,"2003-01-05 20:04:48 Biza: I have this lovely violet cloak, my lady. They say that it can protect the wearer from certain magics, if only a little bit. But surely it could be useful?","2003-01-05 20:05:29 Illia: Oooooh, pretty purple!","Ordinarily something of this caliber would be worth about 3000 gp... But I'm going to have to mend it myself, which as you know is not an easy task. Because of the condition, I couldn't pay more than 2000 GP for it.","2003-01-05 20:06:26 Ilsyn: (""And this is a purple CURSED BLADE OF DEATH -12..."")","2003-01-05 20:06:47 Taro: Taro, Taro, la la, Taro....",
