time_stamp,handle,back_-2_post,back_-1_post,text,forward_1_post,forward_2_post,guess_who
2004-06-13 21:32:45,Armadillo (Pantsless),"2004-06-13 21:31:38 Psi-Amy: Good idea, Vav. *eats her last piece of Swiss chocolate* [joy].....=(",2004-06-13 21:32:18 Dark Paladin: Shall we have Pantsless Sunday next time around?,"Sounds good, DP.",2004-06-13 21:32:45 Psi-Amy: Pantsless O'Themeday?,2004-06-13 21:33:02 Dark Paladin: See? Army's into it!,
2004-06-20 12:57:35,Armadillo (Pantsless),2004-06-20 12:42:54 Nadia: I gotta play Aminal Crossing soon... There's a fishing tournament every Sunday in June...,2004-06-20 12:43:23 Nadia: You have from like 9-5 to catch the biggest bass you can...,DEATHDOOM,2004-06-20 12:58:40 Janus: Hi Army.,"2004-06-20 12:58:51 Nadia: Yoody hoody, pantless Arm00dy!",
2004-06-20 12:59:05,Armadillo (Pantsless),2004-06-20 12:58:40 Janus: Hi Army.,"2004-06-20 12:58:51 Nadia: Yoody hoody, pantless Arm00dy!",Hey.,2004-06-20 12:59:17 Armadillo (Pantsless): Just on to check out the movies that are playing...,"2004-06-20 12:59:24 Nadia: I told Red today's theme was Pantsless o'Theme Day, and that he couldn't wear pants to work... [crazy]",
2004-06-20 12:59:17,Armadillo (Pantsless),"2004-06-20 12:58:51 Nadia: Yoody hoody, pantless Arm00dy!",2004-06-20 12:59:05 Armadillo (Pantsless): Hey.,Just on to check out the movies that are playing...,"2004-06-20 12:59:24 Nadia: I told Red today's theme was Pantsless o'Theme Day, and that he couldn't wear pants to work... [crazy]",2004-06-20 13:01:09 Janus: LOL.,
2004-06-20 13:12:34,Armadillo (Pantsless),2004-06-20 13:05:29 Nadia: It was too irresistable! [cry],2004-06-20 13:08:54 Nadia: ~plays Aminal Crossing~,Ha ha hs! TYOP!,2004-06-20 13:13:05 Nadia: [dwa],2004-06-20 13:14:42 Vavalion: Try Your Own Pasta?,
2003-12-29 11:50:07,Arnoldillo,2003-12-29 11:45:52 Janus: What question is that? What to have for dinner? [tongue],2003-12-29 11:49:55 Nadia: Red: [GIVES JANUS A COOKIE] You must be psychic. [tongue],I got stuck for so long right after the whole big tree guy thing where you have to get across the big gap to the forbidden forest.,"2003-12-29 11:50:58 Arnoldillo: It's just plain cruel for them to make it so that you can touch the opposite ledge, yet never land on it.","2003-12-29 11:51:07 Nadia: [eek] I didn't even say anything to him... ^^;; Though I did stare in the freezer for a while and verbally wonder what to eat, but I didn't specify that it was the most important question of the day...",
2003-12-29 11:50:58,Arnoldillo,2003-12-29 11:49:55 Nadia: Red: [GIVES JANUS A COOKIE] You must be psychic. [tongue],2003-12-29 11:50:07 Arnoldillo: I got stuck for so long right after the whole big tree guy thing where you have to get across the big gap to the forbidden forest.,"It's just plain cruel for them to make it so that you can touch the opposite ledge, yet never land on it.","2003-12-29 11:51:07 Nadia: [eek] I didn't even say anything to him... ^^;; Though I did stare in the freezer for a while and verbally wonder what to eat, but I didn't specify that it was the most important question of the day...","2003-12-29 11:51:46 Arnoldillo: But then, Zelda's never really been about skill. It's more a question of whether or not you can get into the creator's mindset or not.",
2003-12-29 11:51:46,Arnoldillo,"2003-12-29 11:50:58 Arnoldillo: It's just plain cruel for them to make it so that you can touch the opposite ledge, yet never land on it.","2003-12-29 11:51:07 Nadia: [eek] I didn't even say anything to him... ^^;; Though I did stare in the freezer for a while and verbally wonder what to eat, but I didn't specify that it was the most important question of the day...","But then, Zelda's never really been about skill. It's more a question of whether or not you can get into the creator's mindset or not.",2003-12-29 11:52:20 Arnoldillo: *Sends some Minuteman down to Nadia's* Done.,"2003-12-29 11:52:58 Arnoldillo: Yeah, scratch that last ""or not.""",
2003-12-29 11:52:20,Arnoldillo,"2003-12-29 11:51:07 Nadia: [eek] I didn't even say anything to him... ^^;; Though I did stare in the freezer for a while and verbally wonder what to eat, but I didn't specify that it was the most important question of the day...","2003-12-29 11:51:46 Arnoldillo: But then, Zelda's never really been about skill. It's more a question of whether or not you can get into the creator's mindset or not.",*Sends some Minuteman down to Nadia's* Done.,"2003-12-29 11:52:58 Arnoldillo: Yeah, scratch that last ""or not.""",2003-12-29 11:54:10 Nadia: Red: Well... Last night.... I got stuck for maybe a half hour in WooHoo Hoonerversity trying to figure out a barrel puzzle. [tongue],
2003-12-29 11:52:58,Arnoldillo,"2003-12-29 11:51:46 Arnoldillo: But then, Zelda's never really been about skill. It's more a question of whether or not you can get into the creator's mindset or not.",2003-12-29 11:52:20 Arnoldillo: *Sends some Minuteman down to Nadia's* Done.,"Yeah, scratch that last ""or not.""",2003-12-29 11:54:10 Nadia: Red: Well... Last night.... I got stuck for maybe a half hour in WooHoo Hoonerversity trying to figure out a barrel puzzle. [tongue],"2003-12-29 11:54:19 Armadillo: Oh yeah, I forgot that I had changed my name after Hero called me Arny, and then I said nothing.",
2002-01-14 12:48:21,Betina,2002-01-14 12:45:15 Dark Paladin: Even Cecil agrees. BBL!,2002-01-14 12:45:42 Hero: Well Cecil is a bitch. [animewink],"Aww. . .thanks, DP! [animesmile];;","2002-01-14 12:48:42 Hero: How about removing your picture, Cecil. [animesmile]",2002-01-14 12:48:57 Cecil: I agree that I'm better than you as well. . .except for posting my picture and link under that handle.,
2002-03-31 17:55:22,Betina,2002-03-31 17:52:55 Null Handle: Hey! Army dudes don't smile like fagets! *kicks guy in the picture in the face*,"2002-03-31 17:55:02 Crono: BTW, you guys all need to see Vampire Hunter D: Bloodlust. KICKASS FILM!!!",*tests*,"2002-03-31 17:56:01 Betina: Good enough. [tongue] And hey all, by the way. [smile]",2002-03-31 17:56:21 Null Handle: ROTFMLAO!!!!!!!,
2002-03-31 17:56:01,Betina,"2002-03-31 17:55:02 Crono: BTW, you guys all need to see Vampire Hunter D: Bloodlust. KICKASS FILM!!!",2002-03-31 17:55:22 Betina: *tests*,"Good enough. [tongue] And hey all, by the way. [smile]",2002-03-31 17:56:21 Null Handle: ROTFMLAO!!!!!!!,"2002-03-31 17:56:35 Betina: Yes, I agree, Al. Awesome movie. [animesmile]",
2002-03-31 17:56:35,Betina,"2002-03-31 17:56:01 Betina: Good enough. [tongue] And hey all, by the way. [smile]",2002-03-31 17:56:21 Null Handle: ROTFMLAO!!!!!!!,"Yes, I agree, Al. Awesome movie. [animesmile]",2002-03-31 17:56:36 Null Handle: You know... the 'Any' key.. its right by the F13...,"2002-03-31 17:57:42 Null Handle: Okay, okay... find the numlock key... then go down.. down further... down further.. yeah, your dick. Now take a knife and cut it off.. yeah, the key is right there.. hello?",
2002-03-31 17:59:13,Betina,"2002-03-31 17:57:42 Null Handle: Okay, okay... find the numlock key... then go down.. down further... down further.. yeah, your dick. Now take a knife and cut it off.. yeah, the key is right there.. hello?",2002-03-31 17:58:14 Hero: Everyone should be getting mail soon.,Mail?,2002-03-31 17:59:34 Hero: e-mail,2002-03-31 17:59:51 Null Handle: Got it.,
2002-03-31 18:00:37,Betina,2002-03-31 17:59:34 Hero: e-mail,2002-03-31 17:59:51 Null Handle: Got it.,;_;,2002-03-31 18:01:14 Hero: Eho is Betina?,2002-03-31 18:01:20 Hero: Who even.,
2004-03-14 14:29:17,Big Chocobo,2004-03-14 14:25:09 Willis: LOL,2004-03-14 14:27:22 Shiva: *Pepe tries to rape the rabi*,Dum de dum dum dum da dum dum dum.,2004-03-14 14:29:41 Shiva: LOL!,2004-03-14 14:29:49 Shiva: *gives the big chocobo a big hug*,
2004-03-14 14:30:13,Big Chocobo,2004-03-14 14:29:41 Shiva: LOL!,2004-03-14 14:29:49 Shiva: *gives the big chocobo a big hug*,Wark!,"2004-03-14 14:30:16 Willis: Ahhh! A big, blue, chocobo Kate Winslet!",2004-03-14 14:30:22 Shiva: [bounce],
2004-03-14 14:31:07,Big Chocobo,2004-03-14 14:30:51 Redrum: *Stabs Big Chocobo and drinks its blood*,2004-03-14 14:31:05 Rabi: Naughty Amy! [eek],[nono],2004-03-14 14:31:39 Shiva: Naughty Pepe. [nono],2004-03-14 14:32:34 Rabi: Pepe's a good little boy!,
2004-03-14 14:38:57,Big Chocobo,"2004-03-14 14:37:40 Rabi: Actually, that should be more like: {www.ssuniverse.com/pictures/nadia/pepeav1.jpg}[rusey][amy]",2004-03-14 14:38:37 Shiva: LOL,[cecil][rusey][amy],2004-03-14 14:39:11 Rabi: Isn't he just a cootie-poo? [love],2004-03-14 14:39:20 Shiva: ....LOL,
2004-03-16 00:29:08,Big Chocobo,"2004-03-15 23:02:14 Red Leader: Hey, Vav, Army, Darrow. [GOES BACK TO PHOTOSHOP]",2004-03-15 23:30:15 Armadillo: *Closes the av*,"LMAO. . .hey, did you guys know that Windows crash log files (*.dmp) are registered as ""unrecognized file types"" according to Windows?",2004-03-16 00:29:31 Cecil: *kicks avatar*,2004-03-16 00:29:42 Armadillo: 5w337.,
2001-12-28 16:27:48,Biggichi 7784ff,2001-12-28 13:08:00 Cecil: There. Back.,2001-12-28 16:02:38 Vavalion: Kaboom...,"sorry does anybody know this ""normal ""password?",2001-12-28 16:28:47 Biggichi 7784ff: ?????,"2001-12-28 16:29:36 Vavalion: Sorry, the MP3's have all been deleted by FreeDrive, so they're currently not available.",
2001-12-28 16:28:47,Biggichi 7784ff,2001-12-28 16:02:38 Vavalion: Kaboom...,"2001-12-28 16:27:48 Biggichi 7784ff: sorry does anybody know this ""normal ""password?",?????,"2001-12-28 16:29:36 Vavalion: Sorry, the MP3's have all been deleted by FreeDrive, so they're currently not available.",2001-12-28 16:30:40 Biggichi 7784ff: I mean this streamload passw. to dl the episodes,
2001-12-28 16:30:40,Biggichi 7784ff,2001-12-28 16:28:47 Biggichi 7784ff: ?????,"2001-12-28 16:29:36 Vavalion: Sorry, the MP3's have all been deleted by FreeDrive, so they're currently not available.",I mean this streamload passw. to dl the episodes,"2001-12-28 16:31:30 Vavalion: Well, that goes for Streamload and any others. The MP3's were all deleted or were corrupted. Sorry.",2001-12-28 16:32:25 Biggichi 7784ff: oohhhhhhh! (ToT),
2001-12-28 16:32:25,Biggichi 7784ff,2001-12-28 16:30:40 Biggichi 7784ff: I mean this streamload passw. to dl the episodes,"2001-12-28 16:31:30 Vavalion: Well, that goes for Streamload and any others. The MP3's were all deleted or were corrupted. Sorry.",oohhhhhhh! (ToT),2001-12-28 16:32:45 Biggichi 7784ff: so I can't log onto streamload??,2001-12-28 16:33:29 Vavalion: Nope.,
2001-12-28 16:32:45,Biggichi 7784ff,"2001-12-28 16:31:30 Vavalion: Well, that goes for Streamload and any others. The MP3's were all deleted or were corrupted. Sorry.",2001-12-28 16:32:25 Biggichi 7784ff: oohhhhhhh! (ToT),so I can't log onto streamload??,2001-12-28 16:33:29 Vavalion: Nope.,2001-12-28 16:33:47 Biggichi 7784ff: ok thankx then cya,
2001-12-28 16:33:47,Biggichi 7784ff,2001-12-28 16:32:45 Biggichi 7784ff: so I can't log onto streamload??,2001-12-28 16:33:29 Vavalion: Nope.,ok thankx then cya,2001-12-28 17:53:59 Luke: Who was that?,2001-12-28 18:00:49 Hero: Someone who didn't bother to read the disclaimer,
2004-10-02 22:21:07,CGI Scripter,"2004-10-02 22:18:33 Hero: I have to make a tough decision. A) Pay my car insurance, which requires me to get a $100 cash advanced for the week after next or B) Save the money to fix my car the week after next. - Something is very wrong with my car, and I don't know how much longer it will last. I wont have the money until next week. But if I pay my insurance, I won't have the money at all, If I don't pay my insurance this week, it will be canceled. So, I can have an insured car that may stop working, or a car that works that has no insurance. I went without insurance for a year before","2004-10-02 22:20:06 WOMAAAAAAN: I'd say B, I think... [dwa] And just be really careful till you can afford insurance again... [laugh]",Will this work?,2004-10-02 22:21:29 CGI Scripter: B it is.,2004-10-02 22:22:27 WOMAAAAAAN: It works if Janus does CGI scripting... [dwa],
2004-10-02 22:21:29,CGI Scripter,"2004-10-02 22:20:06 WOMAAAAAAN: I'd say B, I think... [dwa] And just be really careful till you can afford insurance again... [laugh]",2004-10-02 22:21:07 CGI Scripter: Will this work?,B it is.,2004-10-02 22:22:27 WOMAAAAAAN: It works if Janus does CGI scripting... [dwa],"2004-10-02 22:22:37 WOMAAAAAAN: Anyways, I go now... Night night... [spin]",
2004-10-02 22:22:50,CGI Scripter,2004-10-02 22:22:27 WOMAAAAAAN: It works if Janus does CGI scripting... [dwa],"2004-10-02 22:22:37 WOMAAAAAAN: Anyways, I go now... Night night... [spin]",Huh?,2004-10-02 22:22:55 CGI Scripter: Goodnight,"2004-10-02 22:23:09 CGI Scripter: OH, It's a Janus theme day",
2004-10-02 22:22:55,CGI Scripter,"2004-10-02 22:22:37 WOMAAAAAAN: Anyways, I go now... Night night... [spin]",2004-10-02 22:22:50 CGI Scripter: Huh?,Goodnight,"2004-10-02 22:23:09 CGI Scripter: OH, It's a Janus theme day","2004-10-02 22:23:32 WOMAAAAAAN: Today is Janus Day, Hero...",
2004-10-02 22:23:09,CGI Scripter,2004-10-02 22:22:50 CGI Scripter: Huh?,2004-10-02 22:22:55 CGI Scripter: Goodnight,"OH, It's a Janus theme day","2004-10-02 22:23:32 WOMAAAAAAN: Today is Janus Day, Hero...","2004-10-02 22:24:05 WOMAAAAAAN: Yup, we're using Janus colors, Janus-y avs, and Janus-y handles... [goof]",
2003-11-30 18:35:33,Choir,"2003-11-30 18:35:24 Nadia: Poor Philip, having to wear that...","2003-11-30 18:35:32 Darrow: *sits down to watch tv* ""Hail to Darrow, he's watching tvvvvvvvvv!!"" ""SHUT UUUUUUUP!!""","*stares at Darrow* To stooooop, tooooooo stoooooop!",2003-11-30 18:35:47 Janus: LOL@Phillip's face,2003-11-30 18:35:56 Choir: ROTFLOL @ Darrow,
2003-11-30 18:35:56,Choir,"2003-11-30 18:35:33 Choir: *stares at Darrow* To stooooop, tooooooo stoooooop!",2003-11-30 18:35:47 Janus: LOL@Phillip's face,ROTFLOL @ Darrow,"2003-11-30 18:36:13 Choir: SHUT UUUUP, SHUUUUUUT UUUUUUUUUP!",2003-11-30 18:36:28 Darrow: Eeeeh!! *shakes his fist at the choir*,
2003-11-30 18:36:13,Choir,2003-11-30 18:35:47 Janus: LOL@Phillip's face,2003-11-30 18:35:56 Choir: ROTFLOL @ Darrow,"SHUT UUUUP, SHUUUUUUT UUUUUUUUUP!",2003-11-30 18:36:28 Darrow: Eeeeh!! *shakes his fist at the choir*,2003-11-30 18:37:01 Janus: Wonder how she would've turned out if the fairies didn't bless her.,
2003-11-30 18:38:47,Choir,2003-11-30 18:38:07 Darrow: I have the gift of monkey.,2003-11-30 18:38:35 Nadia: Wonder what Merryweather would've given her if Maleficent hadn't shown up...,The giiiiiift of monkey....theeee giiiiiift oooooof moooooonkey!,"2003-11-30 18:39:12 Janus: Yeah, I was wondering that too.",2003-11-30 18:39:15 Nadia: LOL@Merryweather,
2003-11-30 18:40:34,Choir,2003-11-30 18:39:34 Darrow: The gift....of sex. The gift....of sex.,2003-11-30 18:39:35 Janus: The gift of...the DANCE.,What did he saaaay? The giiiiift of seeeeex!,"2003-11-30 18:41:31 Darrow: Damn choir, at least make yourselves useful. More ale, wench!","2003-11-30 18:41:46 Nadia: LOL, I'd say Darrow was on a sugar hiiiiiiiigh... [crazy]",
2001-12-10 08:54:45,Coffee,2001-12-10 08:54:17 Piki: Well anyway. I miss coffee.,"2001-12-10 08:54:36 Cofee: Drink Me, Piki..",NO! Drink ME!!!,2001-12-10 08:54:52 Coffee: Don't drink Cofee!,2001-12-10 08:55:04 Piki: I don't drink Cofee. ^^,
2001-12-10 08:54:52,Coffee,"2001-12-10 08:54:36 Cofee: Drink Me, Piki..",2001-12-10 08:54:45 Coffee: NO! Drink ME!!!,Don't drink Cofee!,2001-12-10 08:55:04 Piki: I don't drink Cofee. ^^,2001-12-10 08:55:11 Coffee: Driiiiinnnnnnk meeeeeeee.,
2001-12-10 08:55:11,Coffee,2001-12-10 08:54:52 Coffee: Don't drink Cofee!,2001-12-10 08:55:04 Piki: I don't drink Cofee. ^^,Driiiiinnnnnnk meeeeeeee.,2001-12-10 08:55:15 Piki: Oh wait. Coffee too eh.,2001-12-10 08:55:28 Piki: I doooooooon't thiiiiiiiiiink soooooooo.,
2001-12-10 08:55:39,Coffee,2001-12-10 08:55:15 Piki: Oh wait. Coffee too eh.,2001-12-10 08:55:28 Piki: I doooooooon't thiiiiiiiiiink soooooooo.,But I am soo yummie!,2001-12-10 08:55:44 Cecil: Ehh. . .*shrugs*,2001-12-10 08:55:51 Cecil: *grabs the cup of coffee and drinks it*,
2001-12-10 08:56:00,Coffee,2001-12-10 08:55:51 Cecil: *grabs the cup of coffee and drinks it*,2001-12-10 08:56:00 Cecil: Ahh. . .,I can take you places. Places you've never been.,"2001-12-10 08:56:29 Coffee: I can show you the world, something something something. A whole new world..",2001-12-10 08:56:29 Piki: So Cecil! Where are the places it's taken you?,
2001-12-10 08:56:29,Coffee,2001-12-10 08:56:00 Cecil: Ahh. . .,2001-12-10 08:56:00 Coffee: I can take you places. Places you've never been.,"I can show you the world, something something something. A whole new world..",2001-12-10 08:56:29 Piki: So Cecil! Where are the places it's taken you?,2001-12-10 08:56:38 Hero: enough of that. [animewink],
2003-05-08 17:23:10,Cosmic Chaos Summoner Janus,2003-05-08 17:22:38 Jester: [url],2003-05-08 17:23:02 High Sun Soldier Brian: *Has been jabbering nonstop for the past few minutes without even realizing that Staci had left*,"You're all crazy. But that's okay. *hugs everyone, except Crono*",2003-05-08 17:23:22 Cuteness Finder Staci: Lovely Meditation Knowing True Bolt Analyzing Seeking! ~aims the Hello Kitty Massager at HSSB's heart~,"2003-05-08 17:23:37 Jester: Thanks, Janus. [animesmile]",
2003-05-08 17:27:51,Cosmic Chaos Summoner Janus,2003-05-08 17:26:59 Cuteness Finder Staci: ~blinks,2003-05-08 17:27:30 Cuteness Finder Staci: ~falls over at the cootness of this dog in the pageant~,"Cute sprites, BTW, Amy.",2003-05-08 17:28:20 Cosmic Chaos Summoner Janus: *uses the mighty Apocalypse Planetary Deletion Negative Edged Elimination Erasing Hacking Meteor Hacker on High Sun Soldier Brian to make sure*,"2003-05-08 17:28:23 Cuteness Finder Staci: Amy, what happened...? And what's gonna happen to this castle and all the animals here...?",
2003-05-08 17:28:20,Cosmic Chaos Summoner Janus,2003-05-08 17:27:30 Cuteness Finder Staci: ~falls over at the cootness of this dog in the pageant~,"2003-05-08 17:27:51 Cosmic Chaos Summoner Janus: Cute sprites, BTW, Amy.",*uses the mighty Apocalypse Planetary Deletion Negative Edged Elimination Erasing Hacking Meteor Hacker on High Sun Soldier Brian to make sure*,"2003-05-08 17:28:23 Cuteness Finder Staci: Amy, what happened...? And what's gonna happen to this castle and all the animals here...?",2003-05-08 17:28:53 Jester: It's going to Exploooooooooode Staci!,
2003-05-08 17:39:08,Cosmic Chaos Summoner Janus,2003-05-08 17:38:20 Cuteness Finder Staci: Sight Cute Flash True Sensor Sugar Detection!,2003-05-08 17:38:44 Cuteness Finder Staci: (ROTFLOL@Evil Overlord Darrow!),"*nonsensical ending theme plays* Loooooook to the sky and you will seeeeeeeee Liiiiightning, Seeeeeeensua!l Aurora, True, Rooooootatiooooon! Romantic! Whirlwind! Loooooooovely Typhoooooooon Pooooooooooower.","2003-05-08 17:39:10 Winter Angel Brian: *As the credits roll, Cuteness Finder Staci walks out of the room, only to bump into... Animal Lover Red!*","2003-05-08 17:39:12 Psi-Amy: Heh. ""Next time, on Cuteness Finder Staci......BOOM! Can you kill a dead angel?! See you next week!""",
2003-05-08 17:39:19,Cosmic Chaos Summoner Janus,"2003-05-08 17:39:10 Winter Angel Brian: *As the credits roll, Cuteness Finder Staci walks out of the room, only to bump into... Animal Lover Red!*","2003-05-08 17:39:12 Psi-Amy: Heh. ""Next time, on Cuteness Finder Staci......BOOM! Can you kill a dead angel?! See you next week!""",And a 1.,2003-05-08 17:39:43 Cuteness Finder Staci: Wai! ~huuuuuuuuuuuuuuuuuuuuuuuuuugs Animal Lover Red~,2003-05-08 17:40:13 Nadia: ~applauds~ Fabulous... What a show!,
2001-12-10 20:03:44,Cécil,2001-12-10 20:03:30 Vavalion: GO TO HELL HERO!!!!,2001-12-10 20:03:39 Vavalion: Bastard. [tongue],Ha.,2001-12-10 20:03:44 Hero: What?!,2001-12-10 20:03:56 Hero: Kaboom?,
